,Unnamed: 0_B,Unnamed: 0.1_B,id_B,xcentroid_B,ycentroid_B,sharpness_B,roundness1_B,roundness2_B,npix_B,sky_B,peak_B,flux_B,mag_B,Unnamed: 0_V,Unnamed: 0.1_V,id_V,xcentroid_V,ycentroid_V,sharpness_V,roundness1_V,roundness2_V,npix_V,sky_V,peak_V,flux_V,mag_V,x_rad,y_rad,rad
572609,383,383,384,924.6770910169178,1131.5962997200431,0.7826221441106345,0.5188570223274587,0.2566883407847112,25,0.0,1186.2276701329492,3.453797967816721,12.954257675917177,407,407,408,924.8264659267438,1132.3180790591002,0.4398525626032882,0.1078580311471109,-0.1951906763392608,25,0.0,2869.9370795542604,4.588289768109164,12.645872906353162,-643.1735340732562,-337.6819209408998,55.14333942911168
575595,385,385,386,1583.2743501296864,1130.37879891916,0.5236875167376629,-0.1004194631799381,-0.0902665628723728,25,0.0,824.385752748942,1.3595874629434384,13.966482121989854,405,405,406,1583.2227969601772,1130.354661273468,0.3961983624140154,-0.0199349694707482,0.0601884070059044,25,0.0,1514.7213989841391,2.441615416396364,13.330806853936709,15.22279696017722,-339.6453387265319,25.808360644575846
608504,407,407,408,1528.3596535156623,1203.1311494761064,0.3658113567726689,0.0422369702562907,-0.166746741707786,25,0.0,887.2064833453235,1.2813118264042695,14.030862913330395,446,446,447,1528.3853199017535,1203.691214220836,0.5413223808905637,0.0497007814937322,-0.0389546459457874,25,0.0,2322.534714642437,3.441417148704768,12.95815670380058,-39.61468009824648,-266.30878577916405,20.43793998142476
609998,408,408,409,1528.3923312481772,1204.6467037608877,0.3963908505863371,0.379674783780811,0.8145707120929165,25,0.0,817.6942265980365,1.1648517887857217,14.134323322662002,446,446,447,1528.3853199017535,1203.691214220836,0.5413223808905637,0.0497007814937322,-0.0389546459457874,25,0.0,2322.534714642437,3.441417148704768,12.95815670380058,-39.61468009824648,-266.30878577916405,20.43793998142476
612986,410,410,411,1528.5439145732705,1204.0143570904916,0.4868840179743707,-0.2071533948731583,-0.0475330450949691,25,0.0,783.0055316180521,1.1755757244355065,14.12437347665116,446,446,447,1528.3853199017535,1203.691214220836,0.5413223808905637,0.0497007814937322,-0.0389546459457874,25,0.0,2322.534714642437,3.441417148704768,12.95815670380058,-39.61468009824648,-266.30878577916405,20.43793998142476
618967,414,414,415,1608.5491392880504,1207.4051083453,0.2840511276236389,-0.112852364106777,0.1771889957292465,25,0.0,673.3539289966186,1.2085956877835482,14.094297399071197,451,451,452,1608.7951780017202,1207.5026249533366,0.4377013195980906,-0.1082363212394315,-0.1596342605056319,25,0.0,1822.9568141578125,2.8035346159161487,13.180735192984915,40.79517800172016,-262.49737504666336,20.165376620907903
659334,441,441,442,1784.781938584342,1278.6189167401517,0.4466526862683525,-0.2881794108013987,0.160054892370163,25,0.0,592.6480829518832,1.150663965034947,14.147628718376756,480,480,481,1785.057397010448,1278.038022629067,0.3439608896187377,-0.2574648155481105,-0.1894890070554856,25,0.0,1447.5298165183103,2.187835662528534,13.44996325696334,217.05739701044808,-191.96197737093303,21.996003402119634
659337,441,441,442,1784.781938584342,1278.6189167401517,0.4466526862683525,-0.2881794108013987,0.160054892370163,25,0.0,592.6480829518832,1.150663965034947,14.147628718376756,483,483,484,1785.3859442431456,1278.1887660870304,0.3895343465782903,0.1344020189831763,-0.1839332763971321,25,0.0,1344.6965336554736,1.8893981325127964,13.609191295594163,217.38594424314556,-191.81123391296956,22.007119173079506
659339,441,441,442,1784.781938584342,1278.6189167401517,0.4466526862683525,-0.2881794108013987,0.160054892370163,25,0.0,592.6480829518832,1.150663965034947,14.147628718376756,485,485,486,1784.8961835917469,1278.5108064475914,0.57644293148437,-0.0143646727754166,-0.0461760755517188,25,0.0,1416.2699776245931,2.316454163433327,13.387940722318074,216.89618359174688,-191.48919355240855,21.963068740849966
662329,443,443,444,1542.0807225779738,1286.7336094334644,0.4555240266183791,-0.3610229051910952,-0.4357477562681439,25,0.0,732.0718141072568,1.3165792932592626,14.001382449089569,487,487,488,1542.4108477321822,1286.54906756014,0.5509695214793521,-0.6756413098914588,-0.4799361507324975,25,0.0,1544.0462721168965,2.1272283259868847,13.480464731526345,-25.58915226781778,-183.45093243986003,14.060583167860933
669813,448,448,449,1668.406182160841,1310.959178806432,0.420607550056684,0.0865423324260789,0.0363954970915407,25,0.0,1110.5941063220362,1.504555772944297,13.856479271499689,501,501,502,1668.4421288696187,1310.84505251117,0.3763823493556091,0.020231940466659,-0.0939055916574162,25,0.0,3373.087754307962,4.728461368096697,12.613200387083651,100.44212886961873,-159.15494748882998,14.286197174252365
672807,450,450,451,1928.2151244147235,1316.3959013230792,0.3459298857512746,-0.1113633809718821,0.0853306977355276,25,0.0,607.4045767960731,1.0330974238340402,14.264646803561876,507,507,508,1928.334596234764,1316.632475612274,0.5152108381171453,-0.2402797537331197,-0.2586570464282018,25,0.0,1455.195159114308,2.7211254273972987,13.213128598535649,360.3345962347639,-153.367524387726,29.727524748764502
687760,460,460,461,1625.1078240460963,1336.789681337705,0.5349309442448463,0.0521207074768173,0.2334222478303457,25,0.0,1186.319635873769,1.3234894867907816,13.99569876047569,520,520,521,1625.010308009961,1336.442587234072,0.2837792109092774,-0.0095736846189313,-0.0697452045843102,25,0.0,2774.2891330571388,3.809693937860356,12.847774782882812,57.01030800996091,-133.5574127659279,11.02336513500679
692242,463,463,464,1625.060858981596,1336.469368257434,0.6531736024109169,-0.0024323177650889,0.1457745929237943,25,0.0,1160.2797949980145,1.404986439108785,13.930819668843244,520,520,521,1625.010308009961,1336.442587234072,0.2837792109092774,-0.0095736846189313,-0.0697452045843102,25,0.0,2774.2891330571388,3.809693937860356,12.847774782882812,57.01030800996091,-133.5574127659279,11.02336513500679
693736,464,464,465,1625.5973042665937,1336.3381768066645,0.5481715294311393,0.013888401650218,0.3165181525094951,25,0.0,1126.7057584750846,1.5096466159417634,13.85281175545555,520,520,521,1625.010308009961,1336.442587234072,0.2837792109092774,-0.0095736846189313,-0.0697452045843102,25,0.0,2774.2891330571388,3.809693937860356,12.847774782882812,57.01030800996091,-133.5574127659279,11.02336513500679
701211,469,469,470,1614.583742518834,1347.478925555782,0.3242678973107556,0.12963668093491,0.0175767305896853,25,0.0,849.4729246211825,1.2650838053587736,14.0447017593443,525,525,526,1614.9388229940475,1347.9058499455757,0.4842889152308954,-0.0114875012448147,-0.0239506642621923,25,0.0,1611.927780812558,1.9646471991107504,13.566788566447542,46.93882299404754,-122.09415005442429,9.929490698269639
701214,469,469,470,1614.583742518834,1347.478925555782,0.3242678973107556,0.12963668093491,0.0175767305896853,25,0.0,849.4729246211825,1.2650838053587736,14.0447017593443,528,528,529,1614.7904374527727,1347.72438890218,0.2878595744318395,0.0097790052273103,0.1577002508506268,25,0.0,1576.4874092677633,2.081539690016425,13.504038259335776,46.79043745277272,-122.27561109782005,9.938318016986052
702706,470,470,471,1553.5457535129544,1349.299304603209,0.448654210034671,0.2405449201731775,0.5200166127639797,25,0.0,1293.292715932218,1.5494719545145883,13.82454070023936,526,526,527,1553.289848152874,1349.0110269232566,0.3697716658031622,0.0961343801609364,0.2882982200869928,25,0.0,2981.1459388876497,4.247377528498083,12.729697837482965,-14.710151847126099,-120.98897307674338,9.251906369693295
704200,471,471,472,1553.3989325310513,1349.0077999749255,0.6878938641448257,0.180616091834428,0.2120902146807761,25,0.0,1144.5972645405395,1.1715614748978074,14.128087294751587,526,526,527,1553.289848152874,1349.0110269232566,0.3697716658031622,0.0961343801609364,0.2882982200869928,25,0.0,2981.1459388876497,4.247377528498083,12.729697837482965,-14.710151847126099,-120.98897307674338,9.251906369693295
710190,475,475,476,2319.705384690389,1357.8339969776982,0.4214378529346743,-0.0985094401181723,-0.206501735096312,25,0.0,602.2286216906339,1.059570480695255,14.237175373789368,540,540,541,2319.9952846658057,1358.080322585361,0.4072302637490942,-0.0162408737971567,0.116323526660348,25,0.0,1334.3252605335651,2.0532520214421046,13.51889435233561,751.9952846658057,-111.91967741463895,57.71271721132369
722152,483,483,484,1546.130844075529,1375.2695418108672,0.5012899610699958,-0.1340050570252107,0.1457503374166428,25,0.0,1102.951067692531,1.1547359236933676,14.143793307818406,550,550,551,1545.9732164429165,1374.3226986178963,0.5023125406631809,-0.1157344301475538,0.2302114487773667,25,0.0,1905.470912523484,2.030251633007285,13.531125328795916,-22.02678355708349,-95.67730138210368,7.4528487458358175
723651,484,484,485,1799.8551826733078,1376.5839505865504,0.4596803155121757,0.1435849543195217,-0.012778433875945,25,0.0,796.3291052305717,1.2489580285511186,14.058630389803094,555,555,556,1799.9927813056631,1376.6850222986643,0.5259630158533986,0.0057566850891851,0.0160411220906817,25,0.0,1980.171590179873,2.8392541253303847,13.166989336324075,231.99278130566313,-93.31497770133569,18.98180142958812
726644,486,486,487,1413.9482528284384,1382.8251539035152,0.5483019732278328,0.309488874456367,0.8914638786071404,25,0.0,892.8803525939163,1.0689305784033714,14.227626247724888,560,560,561,1414.171633795831,1382.6717783741665,0.4140506022801453,0.1374957165628399,-0.0874396625029363,25,0.0,1382.2331294445726,1.5166382928470332,13.84779495731335,-153.82836620416901,-87.32822162583352,13.427572370852024
726645,486,486,487,1413.9482528284384,1382.8251539035152,0.5483019732278328,0.309488874456367,0.8914638786071404,25,0.0,892.8803525939163,1.0689305784033714,14.227626247724888,561,561,562,1414.594296764238,1382.6847989908968,0.2742918757708215,0.1091410005030403,0.2852305993338072,25,0.0,1423.7511784738244,2.062632808910195,13.51394519625429,-153.40570323576208,-87.31520100910325,13.399191053619907
728145,487,487,488,1414.029135855833,1384.9180263978776,0.6055595252346324,0.1475514361133462,0.4335575403150131,25,0.0,783.286998404787,1.0319615021378228,14.26584125997204,567,567,568,1414.187994367223,1385.876350741318,0.6987836819190346,0.1796557758164113,0.1863715285167763,25,0.0,1292.3218072138457,1.34395483671541,13.979038313500952,-153.81200563277707,-84.12364925868201,13.308069036224932
735620,492,492,493,1597.970793680421,1392.9094881185902,0.2583145773162172,0.2036399907117006,0.6516315332537989,25,0.0,1396.9279536527624,1.262474883766582,14.046943132924405,572,572,573,1598.5184631803736,1391.6014999982335,0.4305870464181476,0.0603568484362146,0.2004476662447167,25,0.0,2365.594790944854,2.3801119226093683,13.358506550395726,30.5184631803736,-78.39850000176648,6.386238145086324
737114,493,493,494,1600.0284507360984,1392.049133948551,0.5601684636748069,-0.6500723710368665,-0.7138364758555502,25,0.0,1380.8000312725876,1.0118518042647735,14.28720772393557,572,572,573,1598.5184631803736,1391.6014999982335,0.4305870464181476,0.0603568484362146,0.2004476662447167,25,0.0,2365.594790944854,2.3801119226093683,13.358506550395726,30.5184631803736,-78.39850000176648,6.386238145086324
737116,493,493,494,1600.0284507360984,1392.049133948551,0.5601684636748069,-0.6500723710368665,-0.7138364758555502,25,0.0,1380.8000312725876,1.0118518042647735,14.28720772393557,574,574,575,1601.0929318317033,1391.6830292635027,0.5488328895602457,0.0649430990463252,0.1754457906171158,25,0.0,2122.9555789840847,1.4540010835811537,13.893588174557069,33.092931831703254,-78.3169707364973,6.453997502201925
741599,496,496,497,1625.782463577445,1395.242067515348,0.3722322880530864,0.0821745673919026,-0.2756018634919458,25,0.0,1317.7773383766437,1.125599781058249,14.171540000121096,575,575,576,1625.5435026780842,1394.8272581383196,0.2641720474143851,0.010120714906754,0.1097824855119719,25,0.0,2128.4725464262124,2.2998454556453325,13.395753366494574,57.543502678084224,-75.17274186168038,7.186314271461325
746085,499,499,500,1572.1811013214658,1402.009386639293,0.3724776640958899,0.451031259553088,0.4103913935110687,25,0.0,1390.4309099974762,1.0006017728398815,14.299346829950991,579,579,580,1571.724608637041,1400.1763896854263,0.6730364978278706,0.1047589724102908,0.5320746260372682,25,0.0,1920.7260752030736,1.2527157938527589,14.055368617729554,3.724608637041001,-69.82361031457367,5.307845885593419
750573,502,502,503,1548.174629373582,1406.429937814633,0.41547171431433,-0.1384297143036135,0.4883539091849988,25,0.0,2262.6263352306373,1.9195214735552164,13.592017562741963,585,585,586,1548.516046521433,1406.0473253022003,0.5390514817839399,-0.0355194876923531,0.2556829881980664,25,0.0,4716.29791252491,4.729080126050618,12.613058318890998,-19.483953478566946,-63.952674697799694,5.074950570994677
752067,503,503,504,1547.8384958588952,1406.220663520535,0.3797502165586689,0.2749646485959883,-0.0315468298292193,25,0.0,2216.344085086797,1.9229147024744448,13.590099949916372,585,585,586,1548.516046521433,1406.0473253022003,0.5390514817839399,-0.0355194876923531,0.2556829881980664,25,0.0,4716.29791252491,4.729080126050618,12.613058318890998,-19.483953478566946,-63.952674697799694,5.074950570994677
753563,504,504,505,1602.817227121649,1408.1511508847643,0.242126722777727,0.4820755757618203,0.3920182041894408,25,0.0,1501.226256069703,1.0521198169484678,14.24483699818268,587,587,588,1603.2012003434818,1408.925208212529,0.2645289025607835,0.3302886767480051,-0.0683118056980981,25,0.0,2392.8394705566066,1.4396248526116489,13.904376661544523,35.20120034348179,-61.074791787470986,5.351119133367276
