Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.026915 0.28364 1.06296 5.9025173187 2.6179225445    5.901  3.861  3.5467  0.487    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.848e-03 1.324e-03 1.202e-02 -1.000 2.732e-02 -4.883 0.912 -0.882 -2.425 -3.699 -5.148 -6.646 -7.469 -7.749
0.026915 0.28364 1.06296 6.0977330208 2.6185858250    6.095  3.881  3.5471  0.482    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.848e-03 1.324e-03 1.202e-02 -1.000 2.732e-02 -4.933 0.861 -0.945 -2.492 -3.762 -5.202 -6.695 -7.516 -7.796
0.026915 0.28364 1.06296 6.2929491997 2.6192021370    6.290  3.902  3.5473  0.476    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.848e-03 1.324e-03 1.202e-02 -1.000 2.732e-02 -4.985 0.811 -1.003 -2.553 -3.820 -5.258 -6.747 -7.568 -7.847
0.026915 0.28364 1.06296 6.4856247902 2.6197686195    6.478  3.925  3.5471  0.465    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.848e-03 1.324e-03 1.202e-02 -1.000 2.732e-02 -5.042 0.764 -1.051 -2.602 -3.873 -5.313 -6.805 -7.625 -7.905
0.026915 0.28364 1.06296 6.6783018112 2.6202979088    6.669  3.946  3.5471  0.456    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.848e-03 1.324e-03 1.202e-02 -1.000 2.732e-02 -5.096 0.718 -1.100 -2.653 -3.925 -5.367 -6.859 -7.679 -7.959
0.026915 0.28364 1.06296 7.0916938782 2.6213223934    7.077  3.991  3.5469  0.436    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.848e-03 1.324e-03 1.202e-02 -1.000 2.732e-02 -5.207 0.624 -1.198 -2.755 -4.031 -5.476 -6.972 -7.791 -8.072
0.026915 0.28364 1.06296 7.2563304901 2.6216931343    7.240  4.008  3.5468  0.429    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.848e-03 1.324e-03 1.202e-02 -1.000 2.732e-02 -5.251 0.588 -1.235 -2.793 -4.071 -5.518 -7.015 -7.834 -8.116
0.026915 0.28364 1.06296 7.8126473427 2.6228144169    7.799  4.061  3.5468  0.409    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.848e-03 1.324e-03 1.202e-02 -1.000 2.732e-02 -5.382 0.472 -1.363 -2.926 -4.205 -5.651 -7.147 -7.965 -8.247
0.026915 0.28364 1.06296 8.2197113037 2.6235251427    8.208  4.098  3.5468  0.393    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.848e-03 1.324e-03 1.202e-02 -1.000 2.732e-02 -5.475 0.392 -1.449 -3.015 -4.296 -5.744 -7.241 -8.058 -8.341
0.026915 0.28364 1.06296 8.9520235062 2.6246185303    8.939  4.158  3.5469  0.370    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.848e-03 1.324e-03 1.202e-02 -1.000 2.732e-02 -5.626 0.257 -1.597 -3.170 -4.451 -5.898 -7.393 -8.208 -8.491
0.026915 0.28364 1.06296 9.1830930710 2.6249222755    9.170  4.177  3.5469  0.363    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.848e-03 1.324e-03 1.202e-02 -1.000 2.732e-02 -5.672 0.217 -1.641 -3.215 -4.497 -5.944 -7.439 -8.254 -8.538
0.026915 0.28364 1.06296 9.4412765503 2.6252415180    9.430  4.195  3.5470  0.358    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.848e-03 1.324e-03 1.202e-02 -1.000 2.732e-02 -5.718 0.173 -1.691 -3.268 -4.548 -5.992 -7.484 -8.298 -8.582
0.026915 0.28364 1.06296 10.1464748383 2.6260190010   10.139  4.243  3.5473  0.342    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.848e-03 1.324e-03 1.202e-02 -1.000 2.732e-02 -5.838 0.061 -1.818 -3.402 -4.679 -6.117 -7.604 -8.417 -8.701
0.026915 0.28364 1.06296 10.5906171799 2.6264479160   10.586  4.273  3.5474  0.331    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.848e-03 1.324e-03 1.202e-02 -1.000 2.732e-02 -5.913 -0.006 -1.893 -3.480 -4.757 -6.193 -7.679 -8.491 -8.775
0.026915 0.28364 1.06296 11.1098556519 2.6268997192   11.107  4.307  3.5475  0.318    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.848e-03 1.324e-03 1.202e-02 -1.000 2.732e-02 -5.998 -0.082 -1.975 -3.566 -4.843 -6.279 -7.764 -8.575 -8.859
0.026915 0.28364 1.06296 11.7467212677 2.6273918152   11.743  4.349  3.5473  0.300    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.850e-03 1.324e-03 1.202e-02 -1.000 2.732e-02 -6.102 -0.169 -2.067 -3.660 -4.942 -6.382 -7.870 -8.680 -8.966
0.026915 0.28364 1.06296 12.0732374191 2.6276209354   12.068  4.370  3.5471  0.291    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.851e-03 1.324e-03 1.202e-02 -1.000 2.732e-02 -6.154 -0.212 -2.112 -3.707 -4.990 -6.432 -7.922 -8.732 -9.018
0.026915 0.28364 1.06296 12.7252912521 2.6280384064   12.719  4.405  3.5474  0.279    0  0.000  0.540     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.873e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -6.243 -0.295 -2.206 -3.806 -5.087 -6.524 -8.010 -8.819 -9.105
0.026915 0.28364 1.06296 14.0000000000 2.6287269592   13.992  4.471  3.5477  0.256    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -6.407 -0.445 -2.374 -3.982 -5.261 -6.693 -8.175 -8.982 -9.268
0.026915 0.28364 1.06296 16.0000000000 2.6295573711   16.002  4.584  3.5457  0.193    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -6.691 -0.657 -2.569 -4.177 -5.486 -6.955 -8.466 -9.274 -9.565
0.026915 0.28364 1.06296 18.0000000000 2.6301794052   17.990  4.637  3.5493  0.205    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -6.822 -0.839 -2.831 -4.465 -5.726 -7.130 -8.586 -9.387 -9.673
0.026915 0.28364 1.06296 19.1063232422 2.6304597855   19.099  4.681  3.5491  0.186    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -6.934 -0.934 -2.932 -4.569 -5.834 -7.240 -8.699 -9.499 -9.785
0.026915 0.28364 1.06296 20.0000000000 2.6306605339   19.997  4.716  3.5489  0.170    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -7.021 -1.007 -3.007 -4.647 -5.915 -7.326 -8.787 -9.586 -9.874
0.026915 0.28364 1.06296 24.0000000000 2.6313521862   24.000  4.844  3.5494  0.124    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -7.339 -1.295 -3.329 -4.984 -6.250 -7.651 -9.105 -9.901 -10.189
0.026915 0.28364 1.06296 30.0000000000 2.6320033073   29.984  5.023  3.5707  0.126    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -7.789 -2.001 -4.373 -6.140 -7.212 -8.251 -9.497 -10.234 -10.498
0.026915 0.28364 1.06296 35.0000000000 2.6323544979   34.979  5.127  3.5726  0.097    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -8.047 -2.260 -4.662 -6.439 -7.502 -8.517 -9.752 -10.482 -10.744
0.026915 0.28364 1.06296 40.0000000000 2.6326069832   39.993  5.215  3.5744  0.075    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -8.267 -2.485 -4.914 -6.700 -7.753 -8.745 -9.969 -10.692 -10.953
0.026915 0.28364 1.06296 45.0000000000 2.6327958107   44.931  5.286  3.5766  0.063    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -8.444 -2.680 -5.134 -6.925 -7.967 -8.932 -10.141 -10.857 -11.116
0.026915 0.28364 1.06296 50.0000000000 2.6329421997   49.996  5.351  3.5786  0.052    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -8.608 -2.861 -5.337 -7.134 -8.165 -9.105 -10.301 -11.010 -11.267
0.026915 0.28364 1.06296 51.1790046692 2.6329717636   51.168  5.366  3.5790  0.049    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -8.645 -2.901 -5.382 -7.180 -8.209 -9.144 -10.337 -11.045 -11.301
0.026915 0.28364 1.06296 55.0000038147 2.6330580711   54.971  5.412  3.5802  0.039    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -8.760 -3.023 -5.519 -7.321 -8.344 -9.264 -10.450 -11.153 -11.409
0.026915 0.28364 1.06296 60.0000000000 2.6331522465   59.968  5.469  3.5816  0.025    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -8.903 -3.177 -5.685 -7.488 -8.505 -9.411 -10.590 -11.288 -11.542
0.026915 0.28364 1.06296 65.0000000000 2.6332299709   64.993  5.537  3.5816 -0.008    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -9.073 -3.320 -5.845 -7.656 -8.675 -9.582 -10.762 -11.457 -11.713
0.026915 0.28364 1.06296 70.0000000000 2.6332950592   69.957  5.593  3.5823 -0.029    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -9.212 -3.458 -5.993 -7.807 -8.824 -9.725 -10.901 -11.593 -11.848
0.026915 0.28364 1.06296 75.0000000000 2.6333501339   74.919  5.591  3.5883  0.027    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -9.207 -3.588 -6.114 -7.912 -8.895 -9.740 -10.881 -11.557 -11.803
0.026915 0.28364 1.06296 80.0000000000 2.6333973408   79.986  5.652  3.5881 -0.006    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -9.359 -3.713 -6.254 -8.058 -9.044 -9.891 -11.035 -11.710 -11.957
0.026915 0.28364 1.06296 90.0000000000 2.6334741116   90.015  5.711  3.5933  0.007    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -9.507 -3.957 -6.496 -8.289 -9.250 -10.056 -11.173 -11.831 -12.072
0.026915 0.28364 1.06296 95.0000000000 2.6335055828   95.010  5.752  3.5946 -0.006    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -9.611 -4.078 -6.620 -8.411 -9.368 -10.165 -11.275 -11.928 -12.168
0.026915 0.28364 1.06296 100.0000000000 2.6335334778   99.992  5.775  3.5977  0.005    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -9.668 -4.196 -6.733 -8.515 -9.457 -10.232 -11.326 -11.970 -12.205
0.026915 0.28364 1.06296 120.0000000000 2.6336188316  119.936  5.894  3.6077  0.006    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -9.965 -4.700 -7.195 -8.945 -9.844 -10.559 -11.605 -12.217 -12.439
0.026915 0.28364 1.06296 150.0000000000 2.6336188316  149.926  6.067  3.6212 -0.016    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -10.397 -5.453 -7.835 -9.533 -10.378 -11.029 -12.013 -12.583 -12.788
0.026915 0.28364 1.06296 200.0000152588 2.6336188316  199.984  6.258  3.6425  0.003    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -10.874 -6.540 -8.624 -10.216 -10.985 -11.559 -12.448 -12.959 -13.135
0.026915 0.28364 1.06296 250.0000000000 2.6336188316  249.941  6.413  3.6573  0.004    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -11.263 -7.370 -9.216 -10.727 -11.449 -11.980 -12.803 -13.280 -13.434
0.026915 0.28364 1.06296 300.0000305176 2.6336188316  299.852  6.528  3.6707  0.021    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -11.551 -8.132 -9.684 -11.094 -11.781 -12.287 -13.047 -13.515 -13.641
0.026915 0.28364 1.06296 350.0000000000 2.6336188316  350.039  6.631  3.6802  0.024    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -11.808 -8.694 -10.065 -11.401 -12.062 -12.555 -13.267 -13.729 -13.836
0.026915 0.28364 1.06296 350.0003662109 2.6336188316  350.039  6.624  3.6815  0.036    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -11.790 -8.711 -10.063 -11.389 -12.047 -12.538 -13.244 -13.705 -13.809
0.026915 0.28364 1.06296 350.0019531250 2.6336188316  350.043  6.591  3.6876  0.094    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -11.708 -8.770 -10.052 -11.337 -11.979 -12.461 -13.139 -13.590 -13.686
0.026915 0.28364 1.06296 350.0032653809 2.6336188316  350.043  6.561  3.6933  0.147    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -11.632 -8.835 -10.050 -11.295 -11.918 -12.388 -13.042 -13.481 -13.572
0.026915 0.28364 1.06296 350.0045776367 2.6336188316  350.043  6.528  3.6996  0.204    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -11.551 -8.908 -10.049 -11.251 -11.852 -12.310 -12.937 -13.362 -13.448
0.026915 0.28364 1.06296 350.0056762695 2.6336188316  350.047  6.499  3.7055  0.257    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -11.478 -8.974 -10.050 -11.210 -11.791 -12.237 -12.841 -13.252 -13.334
0.026915 0.28364 1.06296 350.0066528320 2.6336188316  350.047  6.473  3.7111  0.305    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -11.413 -9.038 -10.055 -11.175 -11.738 -12.172 -12.754 -13.151 -13.231
0.026915 0.28364 1.06296 350.0075683594 2.6336188316  350.047  6.449  3.7169  0.352    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -11.353 -9.107 -10.064 -11.144 -11.687 -12.109 -12.670 -13.052 -13.130
0.026915 0.28364 1.06296 350.0086669922 2.6336188316  350.051  6.422  3.7247  0.410    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -11.286 -9.208 -10.088 -11.114 -11.631 -12.037 -12.570 -12.933 -13.008
0.026915 0.28364 1.06296 350.0096130371 2.6336188316  350.051  6.408  3.7332  0.459    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -11.250 -9.340 -10.147 -11.115 -11.605 -11.993 -12.498 -12.838 -12.911
0.026915 0.28364 1.06296 350.0104064941 2.6336188316  350.051  6.407  3.7430  0.499    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -11.247 -9.508 -10.248 -11.151 -11.610 -11.977 -12.452 -12.767 -12.837
0.026915 0.28364 1.06296 350.0112609863 2.6336188316  350.051  6.410  3.7545  0.543    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -11.254 -9.715 -10.379 -11.201 -11.622 -11.962 -12.402 -12.688 -12.753
0.026915 0.28364 1.06296 350.0119934082 2.6336188316  350.055  6.416  3.7647  0.577    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -11.269 -9.901 -10.503 -11.250 -11.637 -11.953 -12.363 -12.625 -12.686
0.026915 0.28364 1.06296 350.0126342773 2.6336188316  350.055  6.425  3.7736  0.604    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -11.292 -10.064 -10.617 -11.299 -11.656 -11.951 -12.336 -12.577 -12.635
0.026915 0.28364 1.06296 350.0133056641 2.6336188316  350.055  6.440  3.7831  0.626    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -11.330 -10.247 -10.750 -11.362 -11.687 -11.959 -12.319 -12.539 -12.593
0.026915 0.28364 1.06296 350.0139160156 2.6336188316  350.055  6.461  3.7913  0.638    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -11.383 -10.416 -10.882 -11.431 -11.729 -11.983 -12.322 -12.525 -12.576
0.026915 0.28364 1.06296 350.0144958496 2.6336188316  350.059  6.487  3.7977  0.638    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -11.449 -10.568 -11.007 -11.508 -11.786 -12.026 -12.349 -12.538 -12.586
0.026915 0.28364 1.06296 350.0150756836 2.6336188316  350.059  6.519  3.8018  0.622    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -11.528 -10.698 -11.123 -11.594 -11.858 -12.090 -12.402 -12.584 -12.631
0.026915 0.28364 1.06296 350.0156250000 2.6336188316  350.059  6.556  3.8020  0.586    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -11.620 -10.793 -11.220 -11.687 -11.950 -12.181 -12.492 -12.672 -12.719
0.026915 0.28364 1.06296 350.0160827637 2.6336188316  350.059  6.589  3.7988  0.540    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -11.703 -10.833 -11.276 -11.767 -12.039 -12.276 -12.595 -12.780 -12.828
0.026915 0.28364 1.06296 350.0164794922 2.6336188316  350.055  6.619  3.7930  0.487    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -11.778 -10.826 -11.298 -11.833 -12.123 -12.372 -12.705 -12.900 -12.951
0.026915 0.28364 1.06296 350.0168151855 2.6336188316  350.055  6.644  3.7854  0.432    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -11.840 -10.777 -11.287 -11.881 -12.195 -12.461 -12.812 -13.021 -13.076
0.026915 0.28364 1.06296 350.0171508789 2.6336188316  350.059  6.668  3.7765  0.373    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -11.899 -10.695 -11.257 -11.921 -12.265 -12.550 -12.923 -13.150 -13.208
0.026915 0.28364 1.06296 350.0174255371 2.6336188316  350.059  6.694  3.7703  0.321    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -11.965 -10.652 -11.255 -11.969 -12.336 -12.638 -13.027 -13.266 -13.327
0.026915 0.28364 1.06296 350.0177001953 2.6336188316  350.059  6.728  3.7657  0.269    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -12.050 -10.651 -11.290 -12.041 -12.425 -12.737 -13.139 -13.386 -13.450
0.026915 0.28364 1.06296 350.0180053711 2.6336188316  350.062  6.763  3.7622  0.220    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -12.137 -10.668 -11.335 -12.118 -12.514 -12.835 -13.245 -13.499 -13.564
0.026915 0.28364 1.06296 350.0183105469 2.6336188316  350.062  6.795  3.7595  0.177    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -12.218 -10.694 -11.385 -12.191 -12.597 -12.925 -13.342 -13.600 -13.667
0.026915 0.28364 1.06296 350.0186462402 2.6336188316  350.062  6.828  3.7574  0.135    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -12.301 -10.727 -11.440 -12.266 -12.681 -13.014 -13.437 -13.698 -13.766
0.026915 0.28364 1.06296 350.0190734863 2.6336188316  350.062  6.861  3.7559  0.097    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -12.382 -10.772 -11.501 -12.343 -12.763 -13.099 -13.526 -13.789 -13.858
0.026915 0.28364 1.06296 350.0196533203 2.6336188316  350.059  6.893  3.7556  0.063    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -12.463 -10.839 -11.577 -12.424 -12.846 -13.182 -13.610 -13.872 -13.942
0.026915 0.28364 1.06296 350.0203247070 2.6336188316  350.059  6.925  3.7569  0.036    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -12.544 -10.940 -11.672 -12.510 -12.927 -13.260 -13.682 -13.940 -14.010
0.026915 0.28364 1.06296 350.0210876465 2.6336188316  350.062  6.952  3.7612  0.027    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.755e-01 2.972e-01 4.913e-03 1.325e-03 1.202e-02 -1.000 2.732e-02 -12.610 -11.086 -11.790 -12.591 -12.992 -13.315 -13.725 -13.972 -14.040
