,Unnamed: 0,id,xcentroid,ycentroid,sharpness,roundness1,roundness2,npix,sky,peak,flux,mag
0,0,1,9.790257641827829,-1.8335737136357042,0.8486149566299153,-0.3248813601258651,-0.9363380446643204,25,0.0,188.81199379462487,1.0727110407060187,14.455208051010525
1,1,2,28.992832584751,-1.766015882783543,0.880581238696825,0.4190827517552635,-0.2300241987264576,25,0.0,271.28668457373874,1.4633772200844335,14.102695611605409
2,2,3,46.27006391809626,-1.5001614319559347,0.9209556867156312,0.625556020723963,-0.4836383355728731,25,0.0,257.7023761857913,1.1949933698843154,14.332672890263996
3,3,4,58.75685395613352,-1.4780864467736323,0.7235543973688298,-0.2704937731876739,-0.6568976702733108,25,0.0,241.41345391724576,1.2630097808406222,14.2698375228218
4,4,5,493.9345851141014,-2.0552754908506925,0.7125873445029963,-0.0484502409709527,-0.2038607213296624,25,0.0,149.5985025263681,1.0534263866891682,14.4757998565202
5,5,6,617.9120371241148,-2.1746336250430804,0.8517992962303843,-0.1209956899567214,0.012855801564598,25,0.0,155.08749013607712,1.0042497340939218,14.53006571147916
6,6,7,1515.5512353805973,-1.7066729950571395,0.557008014750421,0.1123098714663279,-0.3082987675867181,25,0.0,208.62810689240723,2.204727690222055,13.637469116782826
7,7,8,2653.0835253358414,-2.707654181252506,0.9425527206686456,-0.1958582394122768,0.338268092123926,25,0.0,129.49886780369093,1.0260838561301315,14.505651254199872
8,8,9,2941.702378666664,-2.348868549779103,0.761469837791264,0.179182870440502,0.1657473834419986,25,0.0,173.99982229608668,1.2974415911506818,14.239307192427377
9,9,10,3061.966520694589,-1.6686845690726435,0.8015376064306877,0.696978982406175,0.387278751659657,25,0.0,228.1686216087733,1.38265901350359,14.167099125647274
10,10,11,3025.986408911291,0.006595918667396283,0.7931246934812879,0.4626434387311838,0.606700030942689,25,0.0,273.3493201070353,1.6272949597354245,13.982180166076363
11,11,12,268.56355456874275,3.7747995854371563,0.9774062893512928,-0.3122230085810879,-0.3145296710417035,25,0.0,420.93631837489465,2.4905717996016983,13.499091661105242
12,12,13,3021.7512161151226,4.90132283491655,0.7382979068343856,0.6530145551742801,-0.3846608543714199,25,0.0,232.26517183521517,1.1706838646571656,14.356001986498374
13,13,14,2207.057549539512,8.42474516811901,0.930963437098412,0.3274643046031745,0.1296580628647466,25,0.0,136.82440035785316,1.2228315116666886,14.30653343154443
14,14,15,2509.1797226941553,11.73386467777349,0.8621576339828737,0.2033800191777373,-0.3725570198792265,25,0.0,113.69330334177288,1.0782666228200304,14.449344554991404
15,15,16,1315.3986038199523,12.780308105877992,0.8816570044524427,-0.0759277117357512,-0.4973143315519112,25,0.0,171.1427766245813,1.3917162020306573,14.159687870705984
16,16,17,2636.684470208457,12.621065129530894,0.6396138562510596,-0.5233472894418618,-0.0154532408332062,25,0.0,127.91297025893982,1.2407368618237145,14.290033283376156
17,17,18,3056.953638862226,13.243190565769215,0.9816760573252222,0.1931565653413962,0.4488567172516181,25,0.0,463.0583673233741,2.497128355361661,13.496107394147163
18,18,19,607.7284147627605,14.795113145805818,0.8857497266250778,-0.1330357994071347,-0.5264923134494018,25,0.0,188.4258986219006,1.2177829235981803,14.311229488751506
19,19,20,229.18144529843946,17.7256779298612,0.5208647749598762,0.0987390726279248,0.1323376798564035,25,0.0,1869.402031641387,2.025755432906689,13.733567712369537
20,20,21,970.9212825180649,16.530596438883208,0.9991390742934366,0.3728233596871194,0.4443905492218354,25,0.0,267.9377521511317,1.7983554943377758,13.868723467476242
21,21,22,2650.8318823055442,16.82159507655046,0.98954568943002,0.2324646437898536,0.140390793819167,25,0.0,133.86232620189867,1.005899416749393,14.528202619820465
22,22,23,228.95597084440976,17.44110368362383,0.2961613083172492,-0.1156822159418404,-0.1239229206091929,25,0.0,2125.0554590003203,2.8362619175662824,13.351558171744903
23,23,24,2888.932376485534,19.240815883264496,0.8655121364440412,0.1106215102649369,0.2297621883991988,25,0.0,165.77759587436685,1.0561238482704929,14.472896986224919
24,24,25,2172.041450963187,21.636513547101373,0.9641288218915572,0.3430515157176042,-0.5364403310795527,25,0.0,150.09243776629114,1.2510461258159875,14.280640767866448
25,25,26,1543.9873384423804,22.560661622198886,0.9784380445981692,0.0232071657749853,0.270405972309119,25,0.0,144.40557004867992,1.1066523095310896,14.419849411632267
26,26,27,706.0938581940453,26.610629613525987,0.6843935840593074,0.6071959850853009,-0.8353642612420065,25,0.0,470.8645388399457,3.0616750647019586,13.264751580286154
27,27,28,707.2755924869049,26.936927482674694,0.7860479026073096,0.480878085531226,-0.7859966311051345,25,0.0,379.5014721965267,2.169121542076632,13.655950427902244
28,28,29,1460.6752150452853,26.79696330480962,0.3788746894727433,-0.7115849229152048,-0.8163334938598388,25,0.0,157.91436647657383,1.4354980185957416,14.124529254077634
29,29,30,2678.937751658868,28.913550402965196,0.9529046589582252,0.6729878500933981,0.3315217590346047,25,0.0,138.31610788732087,1.050313870576616,14.479158638433733
30,30,31,671.8203885285315,29.177030529989946,0.8963095747307298,0.1000008414953621,0.4152346253996264,25,0.0,184.80695264945663,1.198180993135459,14.329649077475516
31,31,32,716.1762343429909,30.30408030598765,0.6358193740166885,0.8025917737557172,-0.0691420411023267,25,0.0,2015.1385642839816,17.284667900124465,11.300064614484386
32,32,33,2779.730736719397,37.794776408388415,0.4621786961927687,-0.608557904849304,-0.613482149237044,25,0.0,237.07465602521305,2.2666376142969265,13.606034376818647
