,Id,GaiaEDR3,Name,RAJ2000,DEJ2000,Bmag,Vmag,recno,distance
902,220590,1454785618785873408,M3-S1521    ,205.45764813423,28.42145872169,18.752,18.398,28980,6.056978451056577
723,219742,1454784729726502272,M3-S384     ,205.45213286082,28.34702962028,20.037,19.601,28801,6.055348770550986
1405,219696,1454874168128857984,M3-S708     ,205.64352429708,28.34357544263,19.696,19.239,29483,6.054170406706185
727,219888,1454784759792326528,M3-S380     ,205.44962350527,28.35721237659,19.648,19.224,28805,6.048567273265467
621,219659,1454783973817484032,M3-S392     ,205.45449302991,28.34066811085,19.439,19.012,28699,6.048325906494303
1690,220924,1454879523950049408,M3-S1593    ,205.55524047216,28.47753423797,19.281,18.854,29768,6.029354349206053
762,220056,1454784832805743360,M3-S391     ,205.44827580452,28.37083311717,19.075,18.601,28840,6.020838525996525
1630,220794,1454878836755198208,M3-S522     ,205.61699869633,28.45029593372,19.236,18.776,29708,6.010595919124352
906,220674,1454785657444707328,M3-S759     ,205.4653386116,28.4327607992,16.046,15.421,28984,5.994088418876509
1491,220605,1454875783035963776,M3-S452     ,205.63714663188,28.42288496706,17.65,17.501,29569,5.985947050835881
911,220759,1454785760523929856,M3-S684     ,205.47425150871,28.44390695254,15.351,14.398,28989,5.981949551578466
729,219811,1454784764086244480,M3-S390     ,205.45205103556,28.351892066,19.901,19.475,28807,5.9791441264234235
1402,219704,1454874168126747648,M3-S706     ,205.6424442927,28.34461789661,20.764,20.286,29480,5.972317197229913
1396,219561,1454874129470830848,M3-1602     ,205.63577462832,28.3297689618,19.183,18.772,29474,5.966469398902088
1698,220917,1454879734405882496,M3-S616     ,205.54170086384,28.47633838548,17.151,16.434,29776,5.957323570926118
1655,220878,1454879077273431296,M3-S505     ,205.58840047518,28.46800477399,19.131,18.694,29733,5.948868297665023
737,219935,1454784764093233536,M3-S394     ,205.45073223114,28.36067923864,20.19,19.741,28815,5.945029501280264
369,219347,1454780675282716160,M3-S1550    ,205.49296414057,28.2951906289,19.015,18.447,28447,5.9436597921318315
769,220104,1454784931591041024,M3-S404     ,205.44955576261,28.37463677406,20.526,20.01,28847,5.933729214192082
728,219716,1454784764086240000,M3-S402     ,205.45509640376,28.34533405516,19.992,19.552,28806,5.918110810285479
1650,220814,1454879042913654144,M3-S499     ,205.60950405598,28.45469060739,19.064,18.533,29728,5.916808421199602
765,219991,1454784832810951168,M3-S397     ,205.45055691401,28.36553023126,19.317,18.893,28843,5.913695480142851
753,219968,1454784828511809792,M3-S400     ,205.45100227992,28.36378025373,19.897,19.467,28831,5.900656071228353
622,219669,1454783973817484672,M3-S407     ,205.45721799533,28.3414237335,18.62,17.978,28700,5.879550832183302
1401,219810,1454874163830604288,M3-S707     ,205.64297911326,28.35183584081,19.817,19.406,29479,5.875539625708611
735,219883,1454784764091471872,M3-S403     ,205.45283552806,28.35694841809,19.868,19.443,28813,5.863101593139805
1490,220606,1454875778738426752,M3-S478     ,205.63473936717,28.42304659949,18.942,18.359,29568,5.862396083970069
598,219464,1454783698939699968,M3-S547     ,205.4725338618,28.31573913786,16.145,15.728,28676,5.861913215703239
1623,220728,1454878772333207424,M3-S427     ,205.62330715656,28.43976793925,15.816,15.782,29701,5.8523234829655495
1631,220796,1454878836755198976,M3-S477     ,205.61262388229,28.45063405852,18.986,18.386,29709,5.849280011962098
1486,220546,1454875778738412544,M3-S466     ,205.63767290115,28.41622988277,18.514,17.858,29564,5.843187257343814
732,219736,1454784764091469696,M3-S406     ,205.45605812073,28.34684439129,15.882,15.017,28810,5.834555469796353
1450,219903,1454875022828003968,M3-S709     ,205.64367726644,28.35878227393,19.082,18.651,29528,5.8224006727602315
734,219803,1454784764091470848,M3-S405     ,205.45505429904,28.35118847198,19.306,18.873,28812,5.816293201122448
851,220270,1454785142048606720,M3-S747     ,205.45253856977,28.38942322095,17.764,17.055,28929,5.7986243471311605
615,219563,1454783905098137600,M3-S756     ,205.46431767146,28.32984438578,16.133,15.572,28693,5.793148912109111
624,219689,1454784003878430976,M3-S413     ,205.45815879504,28.34343320847,19.191,18.735,28702,5.783628184829163
760,219990,1454784832805739392,M3-S408     ,205.45285196304,28.36547148387,19.704,19.283,28838,5.777428436275579
1649,220820,1454879042913651072,M3-S441     ,205.60399299463,28.45575455878,17.806,17.122,29727,5.769844575984564
731,219847,1454784764086249856,M3-S409     ,205.45533569654,28.35482420762,19.857,19.416,28809,5.745002593586338
730,219805,1454784764086245888,M3-S410     ,205.45627821287,28.35135591918,20.302,19.842,28808,5.74287273872
733,219785,1454784764091470464,M3-S411     ,205.45670026143,28.35013451912,19.604,19.178,28811,5.738864651753298
1694,220884,1454879592669502080,M3-S803     ,205.51993578474,28.46847088681,17.999,17.358,29772,5.732260596830589
1658,220863,1454879081570857088,M3-S432     ,205.58423682849,28.46581553353,17.267,16.55,29736,5.730613686514652
761,219997,1454784832805740160,M3-S412     ,205.45359921455,28.36579364035,19.745,19.331,28839,5.7305780918617755
1618,220662,1454878733675938688,M3-S493     ,205.62696743011,28.43130463494,18.972,18.46,29696,5.720273160813882
626,219735,1454784008171999616,M3-S415     ,205.45844025612,28.34668977102,19.746,19.311,28704,5.701961682470054
1489,220578,1454875778738420736,M3-S516     ,205.63322324753,28.42004816135,19.171,18.777,29567,5.698939315050594
1703,220883,1454879833187665792,M3-S460     ,205.57550235589,28.46830649204,18.488,17.83,29781,5.698433183538731
1646,220806,1454879012849480064,M3-S463     ,205.60589481195,28.45276869933,18.553,17.914,29724,5.692988474193111
904,220618,1454785657444704640,M3-S760     ,205.46681307157,28.42540079435,17.227,16.482,28982,5.684168808153371
736,219880,1454784764091472640,M3-S414     ,205.45608471235,28.35676885181,15.611,14.85,28814,5.6748870435148
625,219712,1454784003878431104,M3-S416     ,205.4594473203,28.34520400047,18.555,18.248,28703,5.674396158102314
1647,220793,1454879012851378176,M3-S430     ,205.60840462844,28.45018641404,15.982,15.968,29725,5.664971801516031
1488,220561,1454875778738420608,M3-S456     ,205.63307931423,28.41830020044,18.215,17.554,29566,5.6447149708991775
1397,219644,1454874133768381824,M3-S1659    ,205.63420022329,28.33895835135,15.917,15.919,29475,5.637207329821516
614,219521,1454783905098135296,M3-S545     ,205.47160962423,28.3237736596,15.119,14.087,28692,5.6162778113591365
1653,220854,1454879077273406976,M3-S480     ,205.58502508005,28.46312112702,18.987,18.438,29731,5.599462473252146
365,219273,1454780640922980864,M3-S1573    ,205.52124601801,28.28802415742,18.302,17.662,28443,5.597803157293845
357,219456,1454780262965965952,M3-S864     ,205.61731770833,28.3144838206,15.184,14.249,28435,5.593348160434153
900,220541,1454785554365482112,M3-S755     ,205.46364134153,28.41553177092,17.353,16.678,28978,5.580377476537474
334,219281,1454779743270382720,M3-S837     ,205.5770853281,28.28889138646,17.707,17.142,28412,5.575142096518188
1468,220372,1454875336359342464,M3-S662     ,205.63864930471,28.39926281717,16.234,16.276,29546,5.5723901126771995
1684,220887,1454879455230545920,M3-S471     ,205.56291734775,28.46884945088,19.067,18.272,29762,5.562813159566866
1454,220248,1454875130200893952,M3-S663     ,205.64053735733,28.38724176486,17.499,16.782,29532,5.559524049244909
1403,219724,1454874168128123520,M3-S700     ,205.63558227221,28.34587186919,19.388,18.979,29481,5.559070831339606
1648,220809,1454879012851378304,M3-S484     ,205.59997158845,28.45398378849,18.89,18.451,29726,5.545347271645504
1695,220834,1454879631326485504,M3-S792     ,205.5046857655,28.45849357658,16.091,15.651,29773,5.5344806978506735
1447,219817,1454874924042732672,M3-S703     ,205.63715794881,28.35238885138,21.162,20.65,29525,5.529954096841872
1442,219863,1454874924041306112,M3-S704     ,205.6380191644,28.35571797901,21.002,20.514,29520,5.529617205877774
1657,220826,1454879081570855296,M3-S435     ,205.59409601688,28.45731554826,17.546,16.857,29735,5.5293941204268195
351,219364,1454780159886684160,M3-S850     ,205.59377427101,28.29734094726,16.438,16.061,28429,5.514501155681027
1683,220873,1454879455230541440,M3-S512     ,205.56702136199,28.4672771275,19.191,18.763,29761,5.514186866733979
360,219260,1454780469124567040,M3-1573     ,205.55154826244,28.28574146138,18.242,17.625,28438,5.49534687116364
912,220769,1454785794883671552,M3-S775     ,205.48787109057,28.44590867043,17.738,17.546,28990,5.491226828135965
1444,219783,1454874924042370944,M3-S699     ,205.6357093811,28.35010594983,19.495,19.1,29522,5.485457252077058
599,219478,1454783698939702272,M3-S552     ,205.47988891602,28.31680272563,16.519,15.743,28677,5.483717421400171
1627,220749,1454878802395439232,M3-S464     ,205.6116385301,28.44241427739,18.095,17.934,29705,5.446451283625067
1487,220563,1454875778738417280,M3-S492     ,205.62924427986,28.41851627787,19.021,18.472,29565,5.444446703909266
350,219348,1454780125526938496,M3-S1618    ,205.58734242121,28.29532206641,18.661,18.054,28428,5.443781651448884
1448,219898,1454874924043109888,M3-S702     ,205.63697592417,28.35820842054,19.504,19.046,29526,5.435374431428452
1619,220698,1454878737973465600,M3-S453     ,205.61770280202,28.43536527448,18.264,17.571,29697,5.424912058126092
1702,220855,1454879833187652096,M3-S483     ,205.57468153636,28.46341612816,18.958,18.439,29780,5.40327494040381
600,219462,1454783698939973504,M3-S1542    ,205.48304538727,28.31537664413,16.827,16.052,28678,5.401656767686879
1656,220837,1454879081570854656,M3-S449     ,205.58536101182,28.45931213485,18.161,17.488,29734,5.398232126692362
1446,219921,1454874924042388608,M3-S1662    ,205.636165603,28.35997202873,15.809,15.775,29524,5.366380296468205
1452,220116,1454875095841123584,M3-S661     ,205.63778230349,28.37537453122,16.722,15.965,29530,5.363193089283552
364,219318,1454780636623599360,M3-S802     ,205.51942924062,28.29274330139,17.771,17.167,28442,5.3619252430579705
378,219311,1454780881441171200,M3-S1611    ,205.57559266885,28.2921739716,16.434,15.718,28456,5.360219060959996
1629,220727,1454878806692943360,M3-S972     ,205.61218834718,28.43971733464,15.876,15.001,29707,5.355048791307389
596,219503,1454783694639968384,M3-S769     ,205.47930655479,28.32081106689,14.588,13.278,28674,5.354648566355786
1616,220615,1454878733675927168,M3-S511     ,205.62387216091,28.42468010743,19.151,18.699,29694,5.34663188632451
1441,219879,1454874924039759232,M3-S698     ,205.63477927844,28.35676435312,19.703,19.291,29519,5.325953845250294
1645,220812,1454879012849472896,M3-S518     ,205.59210730394,28.45437516345,19.209,18.776,29723,5.317048490508928
356,219449,1454780262965949312,M3-S952     ,205.60949440797,28.31332117081,15.4,14.609,28434,5.306157934617979
1469,220312,1454875336359426816,M3-S1004    ,205.63533366521,28.39315897942,16.106,15.579,29547,5.3014058574188585
1685,220856,1454879459527973888,M3-S503     ,205.5657487909,28.4638398446,19.121,18.685,29763,5.296865690222341
913,220767,1454785794883672064,M3-S565     ,205.49270866712,28.44545219951,17.74,17.04,28991,5.2824419687669035
1643,220783,1454879008553885568,M3-S467     ,205.60038196246,28.44807389471,18.632,17.987,29721,5.2693056087024885
352,219391,1454780159886692096,M3-S848     ,205.59313938618,28.30173229191,16.291,15.505,28430,5.267434203719544
627,219772,1454784008177227136,M3-S955     ,205.46535971959,28.34967359119,15.546,14.734,28705,5.251386294733845
1654,220839,1454879077273408128,M3-S489     ,205.57741731803,28.45982074738,18.974,18.481,29732,5.249415971747496
617,219577,1454783939457881856,M3-S548     ,205.47433489164,28.3313892195,17.033,16.29,28695,5.228509965010963
1692,220858,1454879528245535616,M3-S486     ,205.55527556737,28.46401367929,18.992,18.451,29770,5.220450049137167
1617,220610,1454878733675927296,M3-S494     ,205.62151415348,28.42407120069,19.015,18.468,29695,5.207584289999386
1626,220725,1454878802395436288,M3-S515     ,205.60861515204,28.4396549246,19.202,18.753,29704,5.201326386745149
1693,220853,1454879528247447808,M3-S455     ,205.553881073,28.46303157489,18.286,17.6,29771,5.155712452693257
1438,219666,1454874889682625152,M3-S867     ,205.62631928921,28.34128642294,17.335,16.651,29516,5.1489104463610875
1691,220851,1454879528245531264,M3-S470     ,205.55504314502,28.46244425562,18.585,18.116,29769,5.125482390121958
1686,220844,1454879493887701760,M3-S813     ,205.53257790009,28.46099049144,17.916,17.23,29764,5.111913399912491
1615,220823,1454878703613729536,M3-S442     ,205.57924522559,28.45634249899,17.836,17.161,29693,5.091803159162829
371,219338,1454780744002202368,M3-S810     ,205.53042232196,28.29445669916,15.928,15.072,28449,5.085145902556375
773,220274,1454784970249917824,M3-S683     ,205.4647043546,28.38958154996,14.211,12.724,28851,5.076667163706633
377,219357,1454780877141770240,M3-S833     ,205.57192998727,28.29622062577,17.449,16.763,28455,5.063887463434728
907,220671,1454785691804450176,M3-S685     ,205.48468459447,28.43238373862,14.875,13.735,28985,5.055136090333059
1471,220514,1454875400781292032,M3-S657     ,205.62458826701,28.41245551745,18.235,17.581,29549,5.03419034851943
1437,219733,1454874885385964544,M3-S696     ,205.62630166213,28.34658059968,19.778,19.356,29515,5.022987486439085
1439,219829,1454874919744853888,M3-S697     ,205.628211085,28.35314192639,19.143,18.716,29517,5.0019122869101755
1625,220724,1454878802395433472,M3-S448     ,205.60360774199,28.43955361843,18.043,17.359,29703,4.99281685154587
618,219595,1454783939457884928,M3-S1007    ,205.47752219836,28.33400716954,16.099,15.587,28696,4.983327565034915
1453,220189,1454875095841834624,M3-S691     ,205.63086407979,28.38176525116,14.943,13.862,29531,4.954209213822049
1689,220838,1454879493887703680,M3-S816     ,205.54252794584,28.4595467239,16.766,15.942,29767,4.94880954862331
355,219451,1454780262965938944,M3-S854     ,205.60015996297,28.31341593424,15.976,15.16,28433,4.931574223900087
370,219383,1454780709642465280,M3-S801     ,205.51928018928,28.30048771951,17.207,16.493,28448,4.927855581501928
1644,220772,1454879008554803200,M3-S525     ,205.59205280145,28.44653684934,19.257,18.825,29722,4.911613769117823
630,219787,1454784111256595328,M3-S763     ,205.47162497838,28.35022477784,15.94,15.059,28708,4.885003726801022
1611,220804,1454878699316252416,M3-S519     ,205.57971369425,28.45243209653,19.216,18.776,29689,4.884690688188707
1440,219831,1454874919744854144,M3-S695     ,205.62614980539,28.35337819179,19.566,19.126,29518,4.879478570848892
1688,220833,1454879493887703424,M3-S1033    ,205.54438261986,28.45834421847,15.811,15.707,29766,4.870049633929809
1467,220401,1454875332062785920,M3-S658     ,205.62544374466,28.40220028334,18.437,17.784,29545,4.857571059641643
1445,219849,1454874924042371712,M3-S694     ,205.62611409028,28.35493654675,18.409,17.763,29523,4.850764960752588
1473,220417,1454875405078816512,M3-S656     ,205.62454078992,28.40369582335,17.739,17.051,29551,4.834726085645226
1628,220714,1454878806692939392,M3-S687     ,205.60069682598,28.43800015185,15.53,14.605,29706,4.807713528144151
1682,220816,1454879455230506240,M3-S517     ,205.56555894216,28.45516626464,19.235,18.8,29760,4.785208965491517
1604,220762,1454878634894249472,M3-S532     ,205.5916031758,28.44430673175,19.287,18.843,29682,4.78426812912966
774,220266,1454784970249918464,M3-S1001    ,205.46971356074,28.38894210074,16.019,15.592,28852,4.7737338294778695
1557,220660,1454878428733875968,M3-S491     ,205.60652695497,28.43107674175,18.995,18.507,29635,4.751490616597481
910,220693,1454785726164191872,M3-S567     ,205.4944967111,28.43523284515,16.086,15.63,28988,4.749548497396275
1676,220824,1454879420870771712,M3-S533     ,205.55216477712,28.45634531074,19.287,18.852,29754,4.749427748205307
383,219498,1454781018880201856,M3-S856     ,205.6019992431,28.31924737771,16.394,15.619,28461,4.739088901386481
901,220462,1454785554365764352,M3-S549     ,205.47547705968,28.40757756339,15.835,15.758,28979,4.738941586928613
1687,220821,1454879493887702528,M3-S819     ,205.54527008931,28.45594087389,17.681,16.992,29765,4.723605245363442
1545,220584,1454878360016331264,M3-S426     ,205.61351394653,28.42084749328,16.524,15.726,29623,4.700007435898557
1600,220741,1454878630596749184,M3-S482     ,205.59337907632,28.44128914674,18.99,18.431,29678,4.693531653745809
1472,220477,1454875400782264192,M3-S654     ,205.61953083674,28.40910510063,16.893,17.024,29550,4.674746279679526
1542,220562,1454878360014356992,M3-S529     ,205.61454416116,28.41839973741,19.304,18.887,29620,4.672306457177774
1541,220548,1454878355719584128,M3-S462     ,205.61566398938,28.41636914889,18.468,17.833,29619,4.667093040616307
909,220700,1454785721865108992,M3-S782     ,205.49733719826,28.43589548879,17.607,16.899,28987,4.665041947805488
1554,220663,1454878424444776576,M3-S506     ,205.60396992366,28.43158623589,19.147,18.683,29632,4.661398237987816
1681,220808,1454879425168932096,M3-S530     ,205.56113289595,28.45366525359,19.263,18.832,29759,4.646373319577382
1612,220774,1454878703611801088,M3-S454     ,205.58258250554,28.44675185415,18.231,17.569,29690,4.645296508934654
361,219382,1454780567904138368,M3-S1594    ,205.55776326259,28.30045954598,18.48,17.854,28439,4.643043529426205
384,219469,1454781018880386560,M3-S851     ,205.59583010674,28.31614905993,16.045,15.616,28462,4.64165932297432
595,219466,1454783664579971456,M3-S787     ,205.50164132267,28.31587546984,16.18,15.382,28673,4.631292049000491
385,219603,1454781048940551808,M3-S861     ,205.61232482592,28.33485949053,18.17,17.564,28463,4.602271102879691
1474,220427,1454875405078903808,M3-S689     ,205.62002909184,28.40463093228,14.948,13.859,29552,4.599567492995778
1562,220704,1454878428735814528,M3-S418     ,205.59714802901,28.43611326615,16.002,15.475,29640,4.583825991161987
1553,220666,1454878424441979136,M3-S479     ,205.60196230412,28.43175628026,18.954,18.412,29631,4.58330832316734
631,219777,1454784111256599168,M3-S937     ,205.47749471664,28.3498818779,14.731,13.567,28709,4.561705397534548
889,220465,1454785382566789888,M3-S768     ,205.47920457522,28.40799435139,17.703,17.012,28967,4.54330245387463
1680,220800,1454879425168227456,M3-S828     ,205.56279026667,28.451617247,16.235,15.739,29758,4.543031005700558
1614,220790,1454878703613723520,M3-S1026    ,205.57199757099,28.44919561068,16.189,15.731,29692,4.541162559190198
1561,220677,1454878428735813504,M3-S439     ,205.5984771808,28.43347967923,17.738,17.053,29639,4.515917040047279
908,220633,1454785691804786688,M3-S564     ,205.4921883742,28.42698061943,16.916,16.171,28986,4.502797405521628
616,219622,1454783935158134272,M3-S560     ,205.48570386569,28.33674639304,16.027,15.21,28694,4.480173077565591
1599,220716,1454878630596738944,M3-S475     ,205.59131321112,28.43816794554,18.964,18.367,29677,4.469044718310832
1613,220784,1454878703613721984,M3-S975     ,205.57125516733,28.44810409864,16.0,15.176,29691,4.46510690554181
1543,220608,1454878360014365056,M3-S531     ,205.60623728434,28.42364993148,19.227,18.796,29621,4.447190001382538
381,219412,1454780950160663168,M3-S830     ,205.56814157963,28.30609414948,15.935,15.07,28459,4.431923749300328
1556,220617,1454878428733846784,M3-S501     ,205.60439419746,28.42513271332,19.069,18.605,29634,4.418757788978194
606,219552,1454783836373799936,M3-S568     ,205.49427666664,28.32852721214,17.401,16.686,28684,4.371200434551336
1544,220609,1454878360016330624,M3-S419     ,205.60421024958,28.42384223991,16.277,15.456,29622,4.360361392666716
1603,220738,1454878634894243968,M3-S485     ,205.58242689768,28.44117967712,18.99,18.452,29681,4.343392210561598
632,219800,1454784111256604672,M3-S554     ,205.48116205533,28.35099997256,16.385,15.549,28710,4.3323054925903355
1610,220776,1454878669253981952,M3-S447     ,205.56611483892,28.44714228312,17.966,17.296,29688,4.32433394459689
1602,220726,1454878634892301056,M3-S496     ,205.58364255428,28.43966237757,19.073,18.539,29680,4.2986327663078665
379,219476,1454780915800961152,M3-S843     ,205.58658297857,28.31664980888,17.496,16.836,28457,4.298435576177256
1560,220654,1454878428735809920,M3-S458     ,205.5969521602,28.42987223201,18.426,17.752,29638,4.294096202663008
1605,220775,1454878664956504576,M3-S524     ,205.56275939544,28.44703225136,19.233,18.803,29683,4.272879720535253
886,220341,1454785343908342144,M3-S771     ,205.47974570592,28.39609682507,17.905,17.284,28964,4.272149620145979
899,220680,1454785515707042432,M3-S1563    ,205.50552649697,28.43362630967,17.862,17.183,28977,4.248895740496477
608,219559,1454783836378674432,M3-S781     ,205.49649470647,28.32949492878,16.999,16.267,28686,4.233699255597322
1679,220779,1454879425168220800,M3-S436     ,205.5532504638,28.44736023373,17.598,16.92,29757,4.214986842806723
386,219599,1454781053239991552,M3-S858     ,205.60338195165,28.33425816443,16.53,15.757,28464,4.187929535762936
380,219483,1454780915801170432,M3-S1022    ,205.58396552404,28.31722839369,16.509,15.736,28458,4.186952782785521
1552,220625,1454878424441167360,M3-S421     ,205.598366491,28.42597694609,16.096,15.565,29630,4.185719852201949
372,219427,1454780778361957376,M3-S998     ,205.54024154743,28.30860197385,16.074,15.544,28450,4.149589282022976
382,219436,1454780950160666880,M3-S829     ,205.56424820026,28.31049925168,17.747,17.068,28460,4.11773414012415
888,220347,1454785348207045888,M3-S988     ,205.48260919253,28.39654145135,16.206,15.401,28966,4.114116914085202
605,219586,1454783832081713024,M3-S569     ,205.49657726288,28.3326410675,16.196,15.388,28683,4.1044653842888446
1608,220735,1454878669252021504,M3-S473     ,205.5718366464,28.44062758923,18.953,18.343,29686,4.052476502201248
609,219564,1454783836378677632,M3-S1014    ,205.50091065547,28.32992996852,16.219,15.607,28687,4.024251102500822
887,220313,1454785348207044224,M3-S557     ,205.48330354691,28.39322369999,15.458,14.678,28965,4.022206314534878
375,219490,1454780812721694720,M3-S800     ,205.51672602892,28.31823891931,17.839,17.155,28453,4.020335465977373
1555,220604,1454878428733814016,M3-S488     ,205.59701048533,28.42283470949,18.911,18.44,29633,3.996616573361343
1677,220757,1454879425166243968,M3-S457     ,205.55688179731,28.44333380487,18.345,17.714,29755,3.995824858201292
1458,220089,1454875198920305152,M3-S651     ,205.61482314269,28.3733107037,15.654,14.859,29536,3.99152907840094
1601,220668,1454878630597674368,M3-S459     ,205.58626482487,28.43188185374,18.412,17.762,29679,3.986377421371802
373,219445,1454780778361959552,M3-S611     ,205.53538935184,28.31237234433,16.316,15.515,28451,3.971940130935074
1466,220283,1454875301999686144,M3-S650     ,205.61310919921,28.39052742375,15.83,15.715,29544,3.9621738367817834
388,219686,1454781121959502208,M3-S859     ,205.60475011667,28.34310449918,17.766,17.102,28466,3.9533091262657
1673,220752,1454879317791178624,M3-S1029    ,205.53992746274,28.4425772455,15.778,15.628,29751,3.9509794200716746
768,220135,1454784897233598208,M3-S773     ,205.48258121808,28.3769083839,17.685,16.973,28846,3.9501488323624026
1678,220751,1454879425168216960,M3-S437     ,205.55345755021,28.44251105203,17.644,16.934,29756,3.9257146587572542
610,219620,1454783836378683904,M3-S783     ,205.49747978846,28.33643192636,15.804,15.684,28688,3.917415432672237
607,219598,1454783836373856896,M3-S570     ,205.49942348798,28.33422061443,16.707,15.933,28685,3.9134162646687805
1559,220643,1454878428735806080,M3-S474     ,205.5890463988,28.4281403923,18.936,18.359,29637,3.9059557522430737
1558,220616,1454878428735802752,M3-S431     ,205.59249816736,28.4247111347,17.098,16.362,29636,3.8853113916404265
389,219744,1454781121959510016,M3-S645     ,205.60506846905,28.34725268894,16.079,15.625,28467,3.847006812408458
601,219555,1454783767659203200,M3-S985     ,205.50658119619,28.32904631721,16.07,15.226,28679,3.8307777878592364
1674,220736,1454879322088996992,M3-S822     ,205.55023041169,28.44068875896,14.16,12.676,29752,3.806262701266867
1551,220614,1454878394376062976,M3-S443     ,205.59097335339,28.42431778749,17.753,17.098,29629,3.8060833483871166
1470,220354,1454875370719054592,M3-S993     ,205.60860052109,28.39713576635,16.264,15.455,29548,3.8025741080482907
611,219612,1454783836378686336,M3-S573     ,205.50181165785,28.33552218715,17.07,16.33,28689,3.7544033843132816
1547,220592,1454878390081428096,M3-S987     ,205.59217293262,28.421518196,16.133,15.278,29625,3.73350094053264
1675,220692,1454879356448708992,M3-S1575    ,205.52637200356,28.43514543255,17.462,16.755,29753,3.7154940120296014
873,220229,1454785279487810944,M3-S561     ,205.48703401883,28.38535583152,16.904,16.148,28951,3.714680938102013
1596,220656,1454878600532507136,M3-S500     ,205.58015519778,28.43029725605,19.049,18.559,29674,3.707652521255006
1592,220647,1454878596237934464,M3-S444     ,205.5819504261,28.42890925725,17.979,17.285,29670,3.6939967245943115
871,220303,1454785279487568512,M3-S958     ,205.48872785568,28.39231540256,15.519,14.589,28949,3.6932074469383904
1539,220507,1454878321358768256,M3-S962     ,205.59949119886,28.41161315494,15.634,14.745,29617,3.6926319758059596
872,220219,1454785279487809792,M3-S978     ,205.488022995,28.38458150996,16.085,15.23,28950,3.6499883982380834
1591,220712,1454878566174749568,M3-S1017    ,205.55211675167,28.43789642493,16.164,15.642,29669,3.643937001425928
1449,219867,1454874958402104448,M3-S688     ,205.60485830307,28.3560061174,15.543,14.817,29527,3.6190416522523594
1598,220678,1454878600534492800,M3-S990     ,205.56980106036,28.4335030019,14.714,14.985,29676,3.609329958113194
1607,220689,1454878669251972480,M3-S514     ,205.56646459103,28.4344111128,19.15,18.734,29685,3.5950258053318564
602,219547,1454783767659206144,M3-S1012    ,205.51451969345,28.32795125537,16.079,15.632,28680,3.5909830480978013
1457,220073,1454875198920293632,M3-S1010    ,205.6075313886,28.37181905164,16.04,15.62,29535,3.5620087213063334
374,219489,1454780778361973760,M3-S818     ,205.54484911362,28.31815754652,14.199,13.511,28452,3.55361743151946
1593,220637,1454878596239856000,M3-S440     ,205.57964184284,28.42737489382,17.796,17.094,29671,3.5419582175072604
633,219979,1454784145616383488,M3-S776     ,205.49123590787,28.36460692936,15.696,14.82,28711,3.51402007018582
666,220129,1454784523573545088,M3-S944     ,205.49003801346,28.37640230497,15.194,14.309,28744,3.503072344941439
1549,220568,1454878394374018176,M3-S465     ,205.5892846187,28.4188675344,18.533,17.894,29627,3.4985796498067354
604,219550,1454783802018946944,M3-S585     ,205.51680967212,28.3283625465,16.723,16.005,28682,3.4942383152477174
1609,220685,1454878669253965184,M3-S468     ,205.56011147896,28.43424399575,18.678,18.044,29687,3.4893097022740385
1540,220490,1454878325656664704,M3-S1018    ,205.59601279895,28.41037398762,16.412,15.65,29618,3.4783785152421007
387,219625,1454781087599719936,M3-S963     ,205.59009946982,28.33698642466,15.511,14.792,28465,3.4783662289733828
1672,220683,1454879287729934976,M3-S992     ,205.53621040185,28.4338776656,16.232,15.427,29750,3.474104647419813
898,220484,1454785485646317440,M3-S785     ,205.50101528919,28.40995916684,16.135,15.614,28976,3.454536885422078
1589,220690,1454878566172708352,M3-S497     ,205.55317277511,28.43445190642,19.022,18.52,29667,3.44234638014524
1606,220658,1454878664957411712,M3-S434     ,205.56645176411,28.43068722619,17.414,16.749,29684,3.3823937936490855
1459,220105,1454875198920466048,M3-S939     ,205.6045279026,28.37467098766,15.036,14.027,29537,3.3703431411879508
1671,220665,1454879287729232768,M3-S966     ,205.53495271603,28.43172065311,15.535,14.783,29749,3.365016636688042
879,220334,1454785313845228160,M3-S1191    ,205.49603757858,28.39544366095,18.685,18.042,28957,3.3263637446745165
1590,220672,1454878566174742016,M3-S957     ,205.55157897472,28.432493959,15.505,14.7,29668,3.318448597316668
1670,220641,1454879287729214592,M3-S806     ,205.52652442257,28.42804017279,16.484,15.684,29748,3.316942439460379
1548,220579,1454878394374004224,M3-S472     ,205.5832089901,28.42011806117,18.878,18.262,29626,3.3113850963261102
612,219691,1454783870738442752,M3-S931     ,205.50549587707,28.34352130148,14.802,13.524,28690,3.2762330328659743
1595,220630,1454878600532448512,M3-S528     ,205.57178040346,28.42660648982,19.253,18.827,29673,3.274974518037376
878,220324,1454785313845227648,M3-S1193    ,205.49716873169,28.39456848886,18.619,17.979,28956,3.2451504042855777
885,220311,1454785313849298048,M3-S1192    ,205.4970834891,28.39305318197,19.43,19.017,28963,3.2221254684231395
1546,220537,1454878390081426688,M3-S991     ,205.58593369325,28.41526806831,15.989,15.418,29624,3.2036283931337404
1597,220627,1454878600534482560,M3-S425     ,205.5700363795,28.42602795601,15.823,15.722,29675,3.199804287422566
1575,220640,1454878497453215744,M3-S502     ,205.56460935672,28.4280089177,19.064,18.591,29653,3.1952195842183566
