,Seq,_2MASS,RAJ2000,DEJ2000,Vamp,Vmag,Bamp,Bmag,Iamp,Imag,Per,Class,Rem,distance
358,296,0,205.4290833333333,28.401111111111106,0.466,18.767,0.31,19.134,0.398,18.307,0.4459550000000001,b' EB ',b'   ',7.301373889240223
220,62,1,205.57591666666664,28.494194444444442,0.534,15.645,0.607,16.025,0.346,15.093,0.6524180000000002,b'RR0 ',b'   ',7.206490944773647
40,62,1,205.57591666666664,28.494194444444442,0.534,15.645,0.607,16.025,0.346,15.093,0.6524180000000002,b'RR0 ',b'   ',7.206490944773647
219,61,1,205.60741666666664,28.479361111111107,0.705,15.732,0.885,16.103,0.403,15.262,0.5209410000000001,b'RR0 ',b'Bl?',7.074466755199852
39,61,1,205.60741666666664,28.479361111111107,0.705,15.732,0.885,16.103,0.403,15.262,0.5209410000000001,b'RR0 ',b'Bl?',7.074466755199852
240,85,1,205.64437499999997,28.441388888888884,0.506,15.516,0.613,15.757,0.316,15.209,0.35580800000000007,b'RR1 ',b'   ',6.924338980756096
60,85,1,205.64437499999997,28.441388888888884,0.506,15.516,0.613,15.757,0.316,15.209,0.35580800000000007,b'RR1 ',b'   ',6.924338980756096
258,120,1,205.45412499999998,28.442277777777775,0.437,15.683,0.545,16.076,0.277,15.103,0.6401390000000001,b'RR0 ',b'   ',6.871478563875105
78,120,1,205.45412499999998,28.442277777777775,0.437,15.683,0.545,16.076,0.277,15.103,0.6401390000000001,b'RR0 ',b'   ',6.871478563875105
34,55,1,205.4829583333333,28.468249999999998,1.059,15.809,1.35,16.12,0.663,15.274,0.5298220000000001,b'RR0 ',b'   ',6.724496581604884
214,55,1,205.4829583333333,28.468249999999998,1.059,15.809,1.35,16.12,0.663,15.274,0.5298220000000001,b'RR0 ',b'   ',6.724496581604884
73,108,1,205.4782083333333,28.46441666666666,1.122,15.661,1.398,15.892,0.716,15.238,0.5196150000000002,b'RR0 ',b'   ',6.714221971011676
253,108,1,205.4782083333333,28.46441666666666,1.122,15.661,1.398,15.892,0.716,15.238,0.5196150000000002,b'RR0 ',b'   ',6.714221971011676
215,56,1,205.50279166666664,28.477749999999997,0.488,15.629,0.613,15.904,0.299,15.269,0.3296050000000001,b'RR1 ',b'   ',6.620804533892263
35,56,1,205.50279166666664,28.477749999999997,0.488,15.629,0.613,15.904,0.299,15.269,0.3296050000000001,b'RR1 ',b'   ',6.620804533892263
193,21,1,205.65741666666665,28.383722222222218,1.084,15.778,1.343,16.07,0.669,15.271,0.5157860000000001,b'RR0 ',b'   ',6.551463226162606
13,21,1,205.65741666666665,28.383722222222218,1.084,15.778,1.343,16.07,0.669,15.271,0.5157860000000001,b'RR0 ',b'   ',6.551463226162606
185,9,1,205.45629166666663,28.320361111111108,1.058,15.686,1.3,16.017,0.647,15.216,0.5415450000000002,b'RR0 ',b'   ',6.497285611736034
5,9,1,205.45629166666663,28.320361111111108,1.058,15.686,1.3,16.017,0.647,15.216,0.5415450000000002,b'RR0 ',b'   ',6.497285611736034
357,295,0,205.49399999999997,28.466499999999996,0.196,18.272,0.164,18.529,0.162,17.985,0.03608100000000001,b'SXP ',b'   ',6.270457816301014
177,295,0,205.49399999999997,28.466499999999996,0.196,18.272,0.164,18.529,0.162,17.985,0.03608100000000001,b'SXP ',b'   ',6.270457816301014
223,65,1,205.58716666666663,28.46944444444444,0.933,15.566,1.109,15.852,0.591,15.056,0.6683490000000002,b'RR0 ',b'   ',5.9989355003283045
43,65,1,205.58716666666663,28.46944444444444,0.933,15.566,1.109,15.852,0.591,15.056,0.6683490000000002,b'RR0 ',b'   ',5.9989355003283045
222,64,1,205.58379166666663,28.470138888888886,0.719,15.689,0.845,16.058,0.441,15.169,0.6054650000000001,b'RR0 ',b'   ',5.9623120951886115
42,64,1,205.58379166666663,28.470138888888886,0.719,15.689,0.845,16.058,0.441,15.169,0.6054650000000001,b'RR0 ',b'   ',5.9623120951886115
55,79,1,205.5612083333333,28.475388888888887,0.559,15.703,0.565,16.0,0.31,15.287,0.36126900000000006,b'RR01',b'   ',5.936540366277288
235,79,1,205.5612083333333,28.475388888888887,0.559,15.703,0.565,16.0,0.31,15.287,0.36126900000000006,b'RR01',b'   ',5.936540366277288
221,63,1,205.55920833333332,28.473361111111107,0.721,15.711,0.868,16.082,0.428,15.221,0.5702820000000002,b'RR0 ',b'   ',5.801299089035164
41,63,1,205.55920833333332,28.473361111111107,0.721,15.711,0.868,16.082,0.428,15.221,0.5702820000000002,b'RR0 ',b'   ',5.801299089035164
26,40,1,205.4622083333333,28.40919444444444,0.96,15.727,1.158,16.06,0.602,15.216,0.5515350000000001,b'RR0 ',b'   ',5.51559119108081
206,40,1,205.4622083333333,28.40919444444444,0.96,15.727,1.158,16.06,0.602,15.216,0.5515350000000001,b'RR0 ',b'   ',5.51559119108081
76,118,1,205.59374999999997,28.297388888888886,1.205,15.886,1.444,16.204,0.73,15.391,0.49939100000000014,b'RR0 ',b'   ',5.511280674256717
256,118,1,205.59374999999997,28.297388888888886,1.205,15.886,1.444,16.204,0.73,15.391,0.49939100000000014,b'RR0 ',b'   ',5.511280674256717
203,37,1,205.47316666666663,28.423777777777776,0.493,15.679,0.614,15.958,0.3,15.304,0.32663900000000007,b'RR1 ',b'   ',5.30746871905993
23,37,1,205.47316666666663,28.423777777777776,0.493,15.679,0.614,15.958,0.3,15.304,0.32663900000000007,b'RR1 ',b'   ',5.30746871905993
195,23,1,205.5118333333333,28.455805555555553,0.885,15.642,1.047,15.932,0.583,15.112,0.5953760000000001,b'RR0 ',b'Bl ',5.197893028633798
15,23,1,205.5118333333333,28.455805555555553,0.885,15.642,1.047,15.932,0.583,15.112,0.5953760000000001,b'RR0 ',b'Bl ',5.197893028633798
190,18,1,205.5789583333333,28.296472222222217,1.151,15.703,1.306,15.979,0.673,15.263,0.5164110000000002,b'RR0 ',b'   ',5.183057635582813
10,18,1,205.5789583333333,28.296472222222217,1.151,15.703,1.306,15.979,0.673,15.263,0.5164110000000002,b'RR0 ',b'   ',5.183057635582813
77,119,1,205.62779166666664,28.407999999999998,1.121,15.452,1.387,15.736,0.712,15.144,0.5176920000000002,b'RR0 ',b'   ',5.1068421824040895
257,119,1,205.62779166666664,28.407999999999998,1.121,15.452,1.387,15.736,0.712,15.144,0.5176920000000002,b'RR0 ',b'   ',5.1068421824040895
205,39,1,205.4707083333333,28.411777777777775,0.918,15.677,1.16,16.07,0.57,15.177,0.5870670000000001,b'RR0 ',b'   ',5.101335751917763
25,39,1,205.4707083333333,28.411777777777775,0.918,15.677,1.16,16.07,0.57,15.177,0.5870670000000001,b'RR0 ',b'   ',5.101335751917763
209,45,1,205.47179166666663,28.341972222222218,0.899,15.786,1.164,16.093,2.607,13.893,0.5360730000000001,b'RR0 ',b'Bl ',5.061993367617077
29,45,1,205.47179166666663,28.341972222222218,0.899,15.786,1.164,16.093,2.607,13.893,0.5360730000000001,b'RR0 ',b'Bl ',5.061993367617077
66,96,1,205.4963333333333,28.313138888888886,0.786,15.941,0.451,16.37,0.574,15.254,0.49941600000000014,b'RR0 ',b'   ',4.957286079142515
246,96,1,205.4963333333333,28.313138888888886,0.786,15.941,0.451,16.37,0.574,15.254,0.49941600000000014,b'RR0 ',b'   ',4.957286079142515
2,5,1,205.630375,28.372416666666663,0.848,15.78,1.045,16.143,0.504,15.295,0.5014510000000001,b'RR0 ',b'Bl ',4.926179237095456
182,5,1,205.630375,28.372416666666663,0.848,15.78,1.045,16.143,0.504,15.295,0.5014510000000001,b'RR0 ',b'Bl ',4.926179237095456
187,11,1,205.49991666666665,28.31994444444444,1.214,15.753,1.503,16.174,0.767,15.271,0.5079100000000001,b'RR0 ',b'   ',4.505679320271142
7,11,1,205.49991666666665,28.31994444444444,1.214,15.753,1.503,16.174,0.767,15.271,0.5079100000000001,b'RR0 ',b'   ',4.505679320271142
147,237,0,205.56554166666663,28.304805555555554,0.232,18.019,0.228,18.288,0.243,17.743,0.04198400000000001,b'SXP ',b'mp ',4.468046036816012
327,237,0,205.56554166666663,28.304805555555554,0.232,18.019,0.228,18.288,0.243,17.743,0.04198400000000001,b'SXP ',b'mp ',4.468046036816012
204,38,1,205.48349999999996,28.413638888888887,1.002,15.601,1.292,15.975,0.618,15.168,0.5581850000000002,b'RR0 ',b'Bl?',4.464368541066292
24,38,1,205.48349999999996,28.413638888888887,1.002,15.601,1.292,15.975,0.618,15.168,0.5581850000000002,b'RR0 ',b'Bl?',4.464368541066292
217,59,1,205.51354166666664,28.314777777777774,0.889,15.686,0.979,16.107,0.473,15.182,0.5887270000000001,b'RR0 ',b'Bl ',4.294244852565657
37,59,1,205.51354166666664,28.314777777777774,0.889,15.686,0.979,16.107,0.473,15.182,0.5887270000000001,b'RR0 ',b'Bl ',4.294244852565657
261,125,1,205.6068333333333,28.341694444444443,0.458,15.654,0.534,15.917,0.26,15.253,0.3497800000000001,b'RR1 ',b'   ',4.104062759887521
81,125,1,205.6068333333333,28.341694444444443,0.458,15.654,0.534,15.917,0.26,15.253,0.3497800000000001,b'RR1 ',b'   ',4.104062759887521
67,97,1,205.5070833333333,28.323499999999996,0.445,15.685,0.55,15.995,0.262,15.305,0.3349440000000001,b'RR1 ',b'   ',4.069555040297741
247,97,1,205.5070833333333,28.323499999999996,0.445,15.685,0.55,15.995,0.262,15.305,0.3349440000000001,b'RR1 ',b'   ',4.069555040297741
248,99,1,205.61149999999998,28.36333333333333,0.549,15.588,0.7,15.873,0.334,15.21,0.4821990000000001,b'RR01',b'Bl?',3.8763979189434323
68,99,1,205.61149999999998,28.36333333333333,0.549,15.588,0.7,15.873,0.334,15.21,0.4821990000000001,b'RR01',b'Bl?',3.8763979189434323
21,34,1,205.59045833333332,28.425694444444442,0.488,15.682,0.622,16.06,0.274,15.221,0.5590500000000002,b'RR0 ',b'Bl ',3.8474022647891206
201,34,1,205.59045833333332,28.425694444444442,0.488,15.682,0.622,16.06,0.274,15.221,0.5590500000000002,b'RR0 ',b'Bl ',3.8474022647891206
30,50,1,205.55099999999996,28.313277777777774,0.688,15.581,0.914,15.821,0.43,15.18,0.5128910000000001,b'RR0 ',b'   ',3.843081966830585
210,50,1,205.55099999999996,28.313277777777774,0.688,15.581,0.914,15.821,0.43,15.18,0.5128910000000001,b'RR0 ',b'   ',3.843081966830585
211,51,1,205.55779166666665,28.315527777777774,0.881,15.713,1.025,16.109,0.498,15.191,0.5839700000000001,b'RR0 ',b'Bl ',3.747416503910063
31,51,1,205.55779166666665,28.315527777777774,0.881,15.713,1.025,16.109,0.498,15.191,0.5839700000000001,b'RR0 ',b'Bl ',3.747416503910063
6,10,1,205.59624999999997,28.41683333333333,0.948,15.613,1.097,15.919,0.594,15.167,0.5694300000000001,b'RR0 ',b'   ',3.7242532440728837
186,10,1,205.59624999999997,28.41683333333333,0.948,15.613,1.097,15.919,0.594,15.167,0.5694300000000001,b'RR0 ',b'   ',3.7242532440728837
208,44,1,205.60154166666663,28.40611111111111,1.201,15.623,1.24,15.986,0.684,15.207,0.5062540000000001,b'RR0 ',b'Bl ',3.6267716664315124
28,44,1,205.60154166666663,28.40611111111111,1.201,15.623,1.24,15.986,0.684,15.207,0.5062540000000001,b'RR0 ',b'Bl ',3.6267716664315124
194,22,1,205.60799999999998,28.37558333333333,1.22,15.913,1.427,16.236,0.801,15.443,0.48142400000000013,b'RR0 ',b'Bl ',3.576483975357396
14,22,1,205.60799999999998,28.37558333333333,1.22,15.913,1.427,16.236,0.801,15.443,0.48142400000000013,b'RR0 ',b'Bl ',3.576483975357396
62,90,1,205.5788333333333,28.326166666666662,1.096,15.658,1.335,15.971,0.648,15.219,0.5170310000000001,b'RR0 ',b'   ',3.5686032598195974
242,90,1,205.5788333333333,28.326166666666662,1.096,15.658,1.335,15.971,0.648,15.219,0.5170310000000001,b'RR0 ',b'   ',3.5686032598195974
