,Seq,m_Seq,Per,u_Per,Type,__Bmag_,u__Bmag_,__Vmag_,u__Vmag_,__Imag_,u__Imag_,FileName,SimbadName,_RA,_DE,Bmag,Vmag,RAJ2000,DEJ2000,distance
49,b' 50',b' ',0.5128392,b' ',b'RRab',15.991,b' ',15.645,b' ',15.165,b' ',b'v050',b'Cl* NGC 5272 SAW V 50',205.55137499999998,28.313316666666662,15.991,15.645,205.55137499999998,28.313316666666662,3.841724575760404
286,b' 50',b' ',0.5128392,b' ',b'RRab',15.991,b' ',15.645,b' ',15.165,b' ',b'v050',b'Cl* NGC 5272 SAW V 50',205.55137499999998,28.313316666666662,15.991,15.645,205.55137499999998,28.313316666666662,3.841724575760404
50,b' 51',b' ',0.5839702,b' ',b'RRab',16.041,b' ',15.658,b' ',15.187,b':',b'v051',b'Cl* NGC 5272 SAW V 51',205.5582208333333,28.31555555555555,16.041,15.658,205.5582208333333,28.31555555555555,3.7497222909984473
287,b' 51',b' ',0.5839702,b' ',b'RRab',16.041,b' ',15.658,b' ',15.187,b':',b'v051',b'Cl* NGC 5272 SAW V 51',205.5582208333333,28.31555555555555,16.041,15.658,205.5582208333333,28.31555555555555,3.7497222909984473
9,b' 10',b' ',0.5695465,b' ',b'RRab',16.004,b' ',15.647,b' ',15.152,b' ',b'v010',b'Cl* NGC 5272 SAW V 10',205.59654999999998,28.416774999999998,16.004,15.647,205.59654999999998,28.416774999999998,3.735921071970236
246,b' 10',b' ',0.5695465,b' ',b'RRab',16.004,b' ',15.647,b' ',15.152,b' ',b'v010',b'Cl* NGC 5272 SAW V 10',205.59654999999998,28.416774999999998,16.004,15.647,205.59654999999998,28.416774999999998,3.735921071970236
280,b' 44',b' ',0.5063801,b' ',b'RRab',15.912,b' ',15.615,b' ',15.16,b' ',b'v044',b'Cl* NGC 5272 SAW V 44',205.60225416666665,28.406255555555553,15.912,15.615,205.60225416666665,28.406255555555553,3.6685007209491856
43,b' 44',b' ',0.5063801,b' ',b'RRab',15.912,b' ',15.615,b' ',15.16,b' ',b'v044',b'Cl* NGC 5272 SAW V 44',205.60225416666665,28.406255555555553,15.912,15.615,205.60225416666665,28.406255555555553,3.6685007209491856
21,b' 22',b' ',0.4814205,b' ',b'RRab',15.989,b':',15.698,b' ',15.269,b' ',b'v022',b'Cl* NGC 5272 SAW V 22',205.6083208333333,28.375477777777775,15.989,15.698,205.6083208333333,28.375477777777775,3.5959108062158376
258,b' 22',b' ',0.4814205,b' ',b'RRab',15.989,b':',15.698,b' ',15.269,b' ',b'v022',b'Cl* NGC 5272 SAW V 22',205.6083208333333,28.375477777777775,15.989,15.698,205.6083208333333,28.375477777777775,3.5959108062158376
325,b' 90',b' ',0.5170308,b' ',b'RRab',16.008,b':',15.673,b' ',15.19,b':',b'v090',b'Cl* NGC 5272 SAW V 90',205.5791958333333,28.326124999999998,16.008,15.673,205.5791958333333,28.326124999999998,3.581917207096349
88,b' 90',b' ',0.5170308,b' ',b'RRab',16.008,b':',15.673,b' ',15.19,b':',b'v090',b'Cl* NGC 5272 SAW V 90',205.5791958333333,28.326124999999998,16.008,15.673,205.5791958333333,28.326124999999998,3.581917207096349
351,b'124',b' ',0.752439,b' ',b'RRab',16.0,b' ',15.544,b' ',14.942,b' ',b'v124',b'Cl* NGC 5272 SAW V124',205.52755416666665,28.322386111111108,16.0,15.544,205.52755416666665,28.322386111111108,3.523295727433191
114,b'124',b' ',0.752439,b' ',b'RRab',16.0,b' ',15.544,b' ',14.942,b' ',b'v124',b'Cl* NGC 5272 SAW V124',205.52755416666665,28.322386111111108,16.0,15.544,205.52755416666665,28.322386111111108,3.523295727433191
262,b' 26',b' ',0.5977427,b' ',b'RRab',15.891,b' ',15.596,b' ',14.991,b' ',b'v026',b'Cl* NGC 5272 SAW V 26',205.49260416666664,28.366211111111106,15.891,15.596,205.49260416666664,28.366211111111106,3.4138969950714153
25,b' 26',b' ',0.5977427,b' ',b'RRab',15.891,b' ',15.596,b' ',14.991,b' ',b'v026',b'Cl* NGC 5272 SAW V 26',205.49260416666664,28.366211111111106,15.891,15.596,205.49260416666664,28.366211111111106,3.4138969950714153
272,b' 36',b' ',0.5455929,b' ',b'RRab',15.854,b' ',15.601,b' ',15.214,b' ',b'v036',b'Cl* NGC 5272 SAW V 36',205.60267083333332,28.36868333333333,15.854,15.601,205.60267083333332,28.36868333333333,3.2958727172774607
35,b' 36',b' ',0.5455929,b' ',b'RRab',15.854,b' ',15.601,b' ',15.214,b' ',b'v036',b'Cl* NGC 5272 SAW V 36',205.60267083333332,28.36868333333333,15.854,15.601,205.60267083333332,28.36868333333333,3.2958727172774607
99,b'105',b' ',0.287744,b' ',b'RRc',15.791,b' ',15.58,b' ',15.306,b' ',b'v105',b'Cl* NGC 5272 SAW V105',205.5413833333333,28.431469444444442,15.791,15.58,205.5413833333333,28.431469444444442,3.278811669967067
336,b'105',b' ',0.287744,b' ',b'RRc',15.791,b' ',15.58,b' ',15.306,b' ',b'v105',b'Cl* NGC 5272 SAW V105',205.5413833333333,28.431469444444442,15.791,15.58,205.5413833333333,28.431469444444442,3.278811669967067
303,b' 67',b' ',0.5683324,b' ',b'RRab',15.976,b' ',15.635,b' ',15.2,b' ',b'v067',b'Cl* NGC 5272 SAW V 67',205.5065833333333,28.412227777777773,15.976,15.635,205.5065833333333,28.412227777777773,3.270703888123241
66,b' 67',b' ',0.5683324,b' ',b'RRab',15.976,b' ',15.635,b' ',15.2,b' ',b'v067',b'Cl* NGC 5272 SAW V 67',205.5065833333333,28.412227777777773,15.976,15.635,205.5065833333333,28.412227777777773,3.270703888123241
117,b'128',b' ',0.292041,b' ',b'RRc',15.84,b' ',15.637,b' ',15.344,b' ',b'v128',b'Cl* NGC 5272 SAW V128',205.58460416666665,28.41496944444444,15.84,15.637,205.58460416666665,28.41496944444444,3.1351385279769537
354,b'128',b' ',0.292041,b' ',b'RRc',15.84,b' ',15.637,b' ',15.344,b' ',b'v128',b'Cl* NGC 5272 SAW V128',205.58460416666665,28.41496944444444,15.84,15.637,205.58460416666665,28.41496944444444,3.1351385279769537
310,b' 74',b' ',0.4921525,b' ',b'RRab',15.994,b' ',15.692,b' ',15.304,b' ',b'v074',b'Cl* NGC 5272 SAW V 74',205.57601249999996,28.42028333333333,15.994,15.692,205.57601249999996,28.42028333333333,3.065942182835648
73,b' 74',b' ',0.4921525,b' ',b'RRab',15.994,b' ',15.692,b' ',15.304,b' ',b'v074',b'Cl* NGC 5272 SAW V 74',205.57601249999996,28.42028333333333,15.994,15.692,205.57601249999996,28.42028333333333,3.065942182835648
319,b' 84',b' ',0.5957289,b' ',b'RRab',16.042,b' ',15.658,b' ',15.158,b' ',b'v084',b'Cl* NGC 5272 SAW V 84',205.56835416666664,28.424227777777773,16.042,15.658,205.56835416666664,28.424227777777773,3.0605329088692503
82,b' 84',b' ',0.5957289,b' ',b'RRab',16.042,b' ',15.658,b' ',15.158,b' ',b'v084',b'Cl* NGC 5272 SAW V 84',205.56835416666664,28.424227777777773,16.042,15.658,205.56835416666664,28.424227777777773,3.0605329088692503
307,b' 71',b' ',0.549053,b' ',b'RRab',16.008,b' ',15.796,b' ',15.024,b' ',b'v071',b'Cl* NGC 5272 SAW V 71',205.5993583333333,28.37793333333333,16.008,15.796,205.5993583333333,28.37793333333333,3.0567936724591576
70,b' 71',b' ',0.549053,b' ',b'RRab',16.008,b' ',15.796,b' ',15.024,b' ',b'v071',b'Cl* NGC 5272 SAW V 71',205.5993583333333,28.37793333333333,16.008,15.796,205.5993583333333,28.37793333333333,3.0567936724591576
304,b' 68',b' ',0.3559911,b' ',b'RRd',15.916,b' ',15.632,b' ',15.265,b' ',b'v068',b'Cl* NGC 5272 SAW V 68',205.55490416666663,28.42699722222222,15.916,15.632,205.55490416666663,28.42699722222222,3.0085060239718917
67,b' 68',b' ',0.3559911,b' ',b'RRd',15.916,b' ',15.632,b' ',15.265,b' ',b'v068',b'Cl* NGC 5272 SAW V 68',205.55490416666663,28.42699722222222,15.916,15.632,205.55490416666663,28.42699722222222,3.0085060239718917
100,b'106',b' ',0.5471316,b' ',b'RRab',16.039,b' ',15.675,b' ',15.223,b' ',b'v106',b'Cl* NGC 5272 SAW V106',205.53286666666665,28.424913888888884,16.039,15.675,205.53286666666665,28.424913888888884,3.006625653526789
337,b'106',b' ',0.5471316,b' ',b'RRab',16.039,b' ',15.675,b' ',15.223,b' ',b'v106',b'Cl* NGC 5272 SAW V106',205.53286666666665,28.424913888888884,16.039,15.675,205.53286666666665,28.424913888888884,3.006625653526789
293,b' 57',b' ',0.5121885,b' ',b'RRab',16.001,b' ',15.699,b' ',15.357,b' ',b'v057',b'Cl* NGC 5272 SAW V 57',205.59767916666664,28.378413888888886,16.001,15.699,205.59767916666664,28.378413888888886,2.9565770043976327
56,b' 57',b' ',0.5121885,b' ',b'RRab',16.001,b' ',15.699,b' ',15.357,b' ',b'v057',b'Cl* NGC 5272 SAW V 57',205.59767916666664,28.378413888888886,16.001,15.699,205.59767916666664,28.378413888888886,2.9565770043976327
284,b' 48',b' ',0.6278299,b' ',b'RRab',15.922,b' ',15.615,b' ',,b' ',b'v048',b'Cl* NGC 5272 SAW V 48',205.58855416666665,28.350333333333328,15.922,15.615,205.58855416666665,28.350333333333328,2.900572520813152
47,b' 48',b' ',0.6278299,b' ',b'RRab',15.922,b' ',15.615,b' ',,b' ',b'v048',b'Cl* NGC 5272 SAW V 48',205.58855416666665,28.350333333333328,15.922,15.615,205.58855416666665,28.350333333333328,2.900572520813152
311,b' 75',b' ',0.3140767,b' ',b'RRc',15.89,b' ',15.626,b' ',15.319,b' ',b'v075',b'Cl* NGC 5272 SAW V 75',205.56385416666663,28.422805555555552,15.89,15.626,205.56385416666663,28.422805555555552,2.8844879787590965
74,b' 75',b' ',0.3140767,b' ',b'RRc',15.89,b' ',15.626,b' ',15.319,b' ',b'v075',b'Cl* NGC 5272 SAW V 75',205.56385416666663,28.422805555555552,15.89,15.626,205.56385416666663,28.422805555555552,2.8844879787590965
305,b' 69',b' ',0.5666159,b' ',b'RRab',16.037,b' ',15.672,b' ',15.208,b' ',b'v069',b'Cl* NGC 5272 SAW V 69',205.57405416666663,28.417691666666663,16.037,15.672,205.57405416666663,28.417691666666663,2.871650943010175
68,b' 69',b' ',0.5666159,b' ',b'RRab',16.037,b' ',15.672,b' ',15.208,b' ',b'v069',b'Cl* NGC 5272 SAW V 69',205.57405416666663,28.417691666666663,16.037,15.672,205.57405416666663,28.417691666666663,2.871650943010175
65,b' 66',b' ',0.6201807,b' ',b'RRab',15.991,b' ',15.641,b' ',15.142,b' ',b'v066',b'Cl* NGC 5272 SAW V 66',205.51611666666665,28.411691666666663,15.991,15.641,205.51611666666665,28.411691666666663,2.831857760553012
302,b' 66',b' ',0.6201807,b' ',b'RRab',15.991,b' ',15.641,b' ',15.142,b' ',b'v066',b'Cl* NGC 5272 SAW V 66',205.51611666666665,28.411691666666663,15.991,15.641,205.51611666666665,28.411691666666663,2.831857760553012
23,b' 24',b' ',0.66338,b' ',b'RRab',15.914,b' ',15.533,b' ',15.06,b' ',b'v024',b'Cl* NGC 5272 SAW V 24',205.50171666666665,28.381052777777775,15.914,15.533,205.50171666666665,28.381052777777775,2.8111035615543405
260,b' 24',b' ',0.66338,b' ',b'RRab',15.914,b' ',15.533,b' ',15.06,b' ',b'v024',b'Cl* NGC 5272 SAW V 24',205.50171666666665,28.381052777777775,15.914,15.533,205.50171666666665,28.381052777777775,2.8111035615543405
250,b' 14',b' ',0.6359002,b' ',b'RRab',15.867,b' ',15.551,b' ',15.05,b' ',b'v014',b'Cl* NGC 5272 SAW V 14',205.53294999999997,28.333688888888886,15.867,15.551,205.53294999999997,28.333688888888886,2.775037677302522
13,b' 14',b' ',0.6359002,b' ',b'RRab',15.867,b' ',15.551,b' ',15.05,b' ',b'v014',b'Cl* NGC 5272 SAW V 14',205.53294999999997,28.333688888888886,15.867,15.551,205.53294999999997,28.333688888888886,2.775037677302522
306,b' 70',b' ',0.4863518,b' ',b'RRc(?)',15.67,b' ',15.386,b' ',14.953,b' ',b'v070',b'Cl* NGC 5272 SAW V 70',205.56004166666665,28.420649999999995,15.67,15.386,205.56004166666665,28.420649999999995,2.6942426980502034
69,b' 70',b' ',0.4863518,b' ',b'RRc(?)',15.67,b' ',15.386,b' ',14.953,b' ',b'v070',b'Cl* NGC 5272 SAW V 70',205.56004166666665,28.420649999999995,15.67,15.386,205.56004166666665,28.420649999999995,2.6942426980502034
26,b' 27',b' ',0.5790682,b' ',b'RRab',15.972,b' ',15.649,b' ',15.23,b' ',b'v027',b'Cl* NGC 5272 SAW V 27',205.5135583333333,28.349738888888886,15.972,15.649,205.5135583333333,28.349738888888886,2.6653810535185576
263,b' 27',b' ',0.5790682,b' ',b'RRab',15.972,b' ',15.649,b' ',15.23,b' ',b'v027',b'Cl* NGC 5272 SAW V 27',205.5135583333333,28.349738888888886,15.972,15.649,205.5135583333333,28.349738888888886,2.6653810535185576
5,b'  6',b' ',0.5143327,b' ',b'RRab',16.003,b' ',15.703,b' ',15.276,b' ',b'v006',b'Cl* NGC 5272 SAW V  6',205.50936666666664,28.39497222222222,16.003,15.703,205.50936666666664,28.39497222222222,2.57229406635142
242,b'  6',b' ',0.5143327,b' ',b'RRab',16.003,b' ',15.703,b' ',15.276,b' ',b'v006',b'Cl* NGC 5272 SAW V  6',205.50936666666664,28.39497222222222,16.003,15.703,205.50936666666664,28.39497222222222,2.57229406635142
45,b' 46',b' ',0.6133832,b' ',b'RRab',16.028,b' ',15.703,b' ',15.153,b' ',b'v046',b'Cl* NGC 5272 SAW V 46',205.50791249999997,28.364016666666664,16.028,15.703,205.50791249999997,28.364016666666664,2.5571335179275225
282,b' 46',b' ',0.6133832,b' ',b'RRab',16.028,b' ',15.703,b' ',15.153,b' ',b'v046',b'Cl* NGC 5272 SAW V 46',205.50791249999997,28.364016666666664,16.028,15.703,205.50791249999997,28.364016666666664,2.5571335179275225
98,b'104',b' ',0.5699259,b' ',b'RRab',15.773,b' ',15.536,b' ',15.145,b' ',b'v104',b'Cl* NGC 5272 SAW V104',205.54034166666665,28.418838888888885,15.773,15.536,205.54034166666665,28.418838888888885,2.5403361353263354
335,b'104',b' ',0.5699259,b' ',b'RRab',15.773,b' ',15.536,b' ',15.145,b' ',b'v104',b'Cl* NGC 5272 SAW V104',205.54034166666665,28.418838888888885,15.773,15.536,205.54034166666665,28.418838888888885,2.5403361353263354
283,b' 47',b' ',0.5409128,b' ',b'RRab',15.941,b' ',15.648,b' ',15.19,b' ',b'v047',b'Cl* NGC 5272 SAW V 47',205.51124999999996,28.357986111111106,15.941,15.648,205.51124999999996,28.357986111111106,2.512452948903957
46,b' 47',b' ',0.5409128,b' ',b'RRab',15.941,b' ',15.648,b' ',15.19,b' ',b'v047',b'Cl* NGC 5272 SAW V 47',205.51124999999996,28.357986111111106,15.941,15.648,205.51124999999996,28.357986111111106,2.512452948903957
353,b'126',b' ',0.3484062,b' ',b'RRc',15.887,b' ',15.622,b' ',15.271,b' ',b'v126',b'Cl* NGC 5272 SAW V126',205.54350416666665,28.337686111111108,15.887,15.622,205.54350416666665,28.337686111111108,2.39366508161563
116,b'126',b' ',0.3484062,b' ',b'RRc',15.887,b' ',15.622,b' ',15.271,b' ',b'v126',b'Cl* NGC 5272 SAW V126',205.54350416666665,28.337686111111108,15.887,15.622,205.54350416666665,28.337686111111108,2.39366508161563
24,b' 25',b' ',0.4800623,b' ',b'RRab',15.886,b' ',15.681,b' ',15.271,b' ',b'v025',b'Cl* NGC 5272 SAW V 25',205.5095333333333,28.369499999999995,15.886,15.681,205.5095333333333,28.369499999999995,2.3791672042981764
261,b' 25',b' ',0.4800623,b' ',b'RRab',15.886,b' ',15.681,b' ',15.271,b' ',b'v025',b'Cl* NGC 5272 SAW V 25',205.5095333333333,28.369499999999995,15.886,15.681,205.5095333333333,28.369499999999995,2.3791672042981764
11,b' 12',b' ',0.3179347,b' ',b'RRc',15.814,b' ',15.606,b' ',15.275,b' ',b'v012',b'Cl* NGC 5272 SAW V 12',205.54721666666663,28.33808333333333,15.814,15.606,205.54721666666663,28.33808333333333,2.3527207369344
248,b' 12',b' ',0.3179347,b' ',b'RRc',15.814,b' ',15.606,b' ',15.275,b' ',b'v012',b'Cl* NGC 5272 SAW V 12',205.54721666666663,28.33808333333333,15.814,15.606,205.54721666666663,28.33808333333333,2.3527207369344
85,b' 87',b' ',0.3574779,b' ',b'RRd',15.856,b' ',15.571,b' ',15.187,b' ',b'v087',b'Cl* NGC 5272 SAW V 87',205.58308749999998,28.395111111111106,15.856,15.571,205.58308749999998,28.395111111111106,2.339360244369647
322,b' 87',b' ',0.3574779,b' ',b'RRd',15.856,b' ',15.571,b' ',15.187,b' ',b'v087',b'Cl* NGC 5272 SAW V 87',205.58308749999998,28.395111111111106,15.856,15.571,205.58308749999998,28.395111111111106,2.339360244369647
12,b' 13',b' ',0.4795043,b' ',b'RRd',15.917,b' ',15.684,b' ',15.239,b' ',b'v013',b'Cl* NGC 5272 SAW V 13',205.54028749999998,28.339541666666662,15.917,15.684,205.54028749999998,28.339541666666662,2.3160527667785686
249,b' 13',b' ',0.4795043,b' ',b'RRd',15.917,b' ',15.684,b' ',15.239,b' ',b'v013',b'Cl* NGC 5272 SAW V 13',205.54028749999998,28.339541666666662,15.917,15.684,205.54028749999998,28.339541666666662,2.3160527667785686
333,b'100',b' ',0.6188126,b' ',b'RRab',16.045,b' ',15.705,b' ',15.165,b' ',b'v100',b'Cl* NGC 5272 SAW V100',205.57052499999998,28.405641666666664,16.045,15.705,205.57052499999998,28.405641666666664,2.1578007104445858
96,b'100',b' ',0.6188126,b' ',b'RRab',16.045,b' ',15.705,b' ',15.165,b' ',b'v100',b'Cl* NGC 5272 SAW V100',205.57052499999998,28.405641666666664,16.045,15.705,205.57052499999998,28.405641666666664,2.1578007104445858
52,b' 53',b' ',0.5048789,b' ',b'RRab',15.939,b' ',15.669,b' ',15.281,b' ',b'v053',b'Cl* NGC 5272 SAW V 53',205.5459125,28.412374999999997,15.939,15.669,205.5459125,28.412374999999997,2.1112303565693087
289,b' 53',b' ',0.5048789,b' ',b'RRab',15.939,b' ',15.669,b' ',15.281,b' ',b'v053',b'Cl* NGC 5272 SAW V 53',205.5459125,28.412374999999997,15.939,15.669,205.5459125,28.412374999999997,2.1112303565693087
429,b'222',b' ',0.5967446,b' ',b'RRab',15.931,b' ',15.572,b' ',15.042,b' ',b'v222',b'Cl* NGC 5272 SAW V222',205.57898749999998,28.360841666666662,15.931,15.572,205.57898749999998,28.360841666666662,2.0825591128455216
192,b'222',b' ',0.5967446,b' ',b'RRab',15.931,b' ',15.572,b' ',15.042,b' ',b'v222',b'Cl* NGC 5272 SAW V222',205.57898749999998,28.360841666666662,15.931,15.572,205.57898749999998,28.360841666666662,2.0825591128455216
0,b'  1',b' ',0.5205963,b' ',b'RRab',15.9,b' ',15.631,b' ',15.227,b' ',b'v001',b'Cl* NGC 5272 SAW V  1',205.54662916666663,28.342680555555553,15.9,15.631,205.54662916666663,28.342680555555553,2.0785534079287005
237,b'  1',b' ',0.5205963,b' ',b'RRab',15.9,b' ',15.631,b' ',15.227,b' ',b'v001',b'Cl* NGC 5272 SAW V  1',205.54662916666663,28.342680555555553,15.9,15.631,205.54662916666663,28.342680555555553,2.0785534079287005
417,b'209',b' ',0.3482784,b' ',b'RRc',15.78,b' ',15.607,b' ',15.246,b' ',b'v209',b'Cl* NGC 5272 SAW V209',205.5267708333333,28.350752777777775,15.78,15.607,205.5267708333333,28.350752777777775,2.0541108481003807
180,b'209',b' ',0.3482784,b' ',b'RRc',15.78,b' ',15.607,b' ',15.246,b' ',b'v209',b'Cl* NGC 5272 SAW V209',205.5267708333333,28.350752777777775,15.78,15.607,205.5267708333333,28.350752777777775,2.0541108481003807
40,b' 41',b' ',0.4858777,b' ',b'RRab',16.001,b' ',15.659,b' ',15.292,b' ',b'v041',b'Cl* NGC 5272 SAW V 41',205.51861666666665,28.39320833333333,16.001,15.659,205.51861666666665,28.39320833333333,2.02743866393166
277,b' 41',b' ',0.4858777,b' ',b'RRab',16.001,b' ',15.659,b' ',15.292,b' ',b'v041',b'Cl* NGC 5272 SAW V 41',205.51861666666665,28.39320833333333,16.001,15.659,205.51861666666665,28.39320833333333,2.02743866393166
42,b' 43',b' ',0.5405129,b' ',b'RRab',16.006,b' ',15.671,b' ',15.228,b' ',b'v043',b'Cl* NGC 5272 SAW V 43',205.58024166666664,28.385386111111107,16.006,15.671,205.58024166666664,28.385386111111107,1.970550854567525
279,b' 43',b' ',0.5405129,b' ',b'RRab',16.006,b' ',15.671,b' ',15.228,b' ',b'v043',b'Cl* NGC 5272 SAW V 43',205.58024166666664,28.385386111111107,16.006,15.671,205.58024166666664,28.385386111111107,1.970550854567525
371,b'146',b' ',0.502193,b' ',b'RRab',15.905,b' ',15.674,b' ',15.246,b' ',b'v146',b'Cl* NGC 5272 SAW V146',205.57740416666664,28.36215833333333,15.905,15.674,205.57740416666664,28.36215833333333,1.9616310556508667
134,b'146',b' ',0.502193,b' ',b'RRab',15.905,b' ',15.674,b' ',15.246,b' ',b'v146',b'Cl* NGC 5272 SAW V146',205.57740416666664,28.36215833333333,15.905,15.674,205.57740416666664,28.36215833333333,1.9616310556508667
290,b' 54',b' ',0.506257,b' ',b'RRab',16.044,b' ',15.714,b' ',15.344,b' ',b'v054',b'Cl* NGC 5272 SAW V 54',205.53825416666663,28.40799444444444,16.044,15.714,205.53825416666663,28.40799444444444,1.9412798097165538
53,b' 54',b' ',0.506257,b' ',b'RRab',16.044,b' ',15.714,b' ',15.344,b' ',b'v054',b'Cl* NGC 5272 SAW V 54',205.53825416666663,28.40799444444444,16.044,15.714,205.53825416666663,28.40799444444444,1.9412798097165538
32,b' 33',b' ',0.5252299,b' ',b'RRab',15.877,b' ',15.67,b' ',15.191,b' ',b'v033',b'Cl* NGC 5272 SAW V 33',205.57052083333332,28.35369722222222,15.877,15.67,205.57052083333332,28.35369722222222,1.9392437897993442
269,b' 33',b' ',0.5252299,b' ',b'RRab',15.877,b' ',15.67,b' ',15.191,b' ',b'v033',b'Cl* NGC 5272 SAW V 33',205.57052083333332,28.35369722222222,15.877,15.67,205.57052083333332,28.35369722222222,1.9392437897993442
129,b'140',b' ',0.3331388,b' ',b'RRc',15.715,b' ',15.53,b' ',15.225,b' ',b'v140',b'Cl* NGC 5272 SAW V140',205.54323333333332,28.408538888888884,15.715,15.53,205.54323333333332,28.408538888888884,1.9013144480711766
366,b'140',b' ',0.3331388,b' ',b'RRc',15.715,b' ',15.53,b' ',15.225,b' ',b'v140',b'Cl* NGC 5272 SAW V140',205.54323333333332,28.408538888888884,15.715,15.53,205.54323333333332,28.408538888888884,1.9013144480711766
369,b'144',b' ',0.5967843,b' ',b'RRab',16.0,b' ',15.675,b' ',15.136,b' ',b'v144',b'Cl* NGC 5272 SAW V144',205.56570416666665,28.35079722222222,16.0,15.675,205.56570416666665,28.35079722222222,1.8974228880973252
132,b'144',b' ',0.5967843,b' ',b'RRab',16.0,b' ',15.675,b' ',15.136,b' ',b'v144',b'Cl* NGC 5272 SAW V144',205.56570416666665,28.35079722222222,16.0,15.675,205.56570416666665,28.35079722222222,1.8974228880973252
341,b'110',b' ',0.5354602,b' ',b'RRab',15.959,b' ',15.698,b' ',15.206,b' ',b'v110',b'Cl* NGC 5272 SAW V110',205.51712916666665,28.37395833333333,15.959,15.698,205.51712916666665,28.37395833333333,1.88774101997724
104,b'110',b' ',0.5354602,b' ',b'RRab',15.959,b' ',15.698,b' ',15.206,b' ',b'v110',b'Cl* NGC 5272 SAW V110',205.51712916666665,28.37395833333333,15.959,15.698,205.51712916666665,28.37395833333333,1.88774101997724
313,b' 77',b' ',0.4593499,b' ',b'RRab',15.87,b' ',15.743,b' ',15.311,b' ',b'v077',b'Cl* NGC 5272 SAW V 77',205.51819999999998,28.385991666666662,15.87,15.743,205.51819999999998,28.385991666666662,1.886856501169344
76,b' 77',b' ',0.4593499,b' ',b'RRab',15.87,b' ',15.743,b' ',15.311,b' ',b'v077',b'Cl* NGC 5272 SAW V 77',205.51819999999998,28.385991666666662,15.87,15.743,205.51819999999998,28.385991666666662,1.886856501169344
324,b' 89',b' ',0.5484803,b' ',b'RRab',15.955,b' ',15.647,b' ',15.176,b' ',b'v089',b'Cl* NGC 5272 SAW V 89',205.55749999999998,28.347711111111106,15.955,15.647,205.55749999999998,28.347711111111106,1.8557960638075386
87,b' 89',b' ',0.5484803,b' ',b'RRab',15.955,b' ',15.647,b' ',15.176,b' ',b'v089',b'Cl* NGC 5272 SAW V 89',205.55749999999998,28.347711111111106,15.955,15.647,205.55749999999998,28.347711111111106,1.8557960638075386
386,b'166',b' ',0.4849529,b' ',b'RRd',15.969,b' ',15.797,b' ',15.271,b' ',b'v166',b'Cl* NGC 5272 SAW V166',205.5177083333333,28.37621944444444,15.969,15.797,205.5177083333333,28.37621944444444,1.8435523255710768
149,b'166',b' ',0.4849529,b' ',b'RRd',15.969,b' ',15.797,b' ',15.271,b' ',b'v166',b'Cl* NGC 5272 SAW V166',205.5177083333333,28.37621944444444,15.969,15.797,205.5177083333333,28.37621944444444,1.8435523255710768
294,b' 58',b' ',0.5170549,b' ',b'RRab',15.825,b' ',15.6,b' ',15.196,b' ',b'v058',b'Cl* NGC 5272 SAW V 58',205.5214208333333,28.39114444444444,15.825,15.6,205.5214208333333,28.39114444444444,1.8209234304648774
57,b' 58',b' ',0.5170549,b' ',b'RRab',15.825,b' ',15.6,b' ',15.196,b' ',b'v058',b'Cl* NGC 5272 SAW V 58',205.5214208333333,28.39114444444444,15.825,15.6,205.5214208333333,28.39114444444444,1.8209234304648774
342,b'111',b' ',0.5101919,b' ',b'RRab',15.938,b' ',15.694,b' ',15.29,b' ',b'v111',b'Cl* NGC 5272 SAW V111',205.51945416666663,28.384416666666663,15.938,15.694,205.51945416666663,28.384416666666663,1.7897333512306597
105,b'111',b' ',0.5101919,b' ',b'RRab',15.938,b' ',15.694,b' ',15.29,b' ',b'v111',b'Cl* NGC 5272 SAW V111',205.51945416666663,28.384416666666663,15.938,15.694,205.51945416666663,28.384416666666663,1.7897333512306597
27,b' 28',b' ',0.470617,b' ',b'RRab',15.911,b' ',15.655,b' ',15.268,b' ',b'v028',b'Cl* NGC 5272 SAW V 28',205.5408958333333,28.349011111111107,15.911,15.655,205.5408958333333,28.349011111111107,1.7549496211990432
264,b' 28',b' ',0.470617,b' ',b'RRab',15.911,b' ',15.655,b' ',15.268,b' ',b'v028',b'Cl* NGC 5272 SAW V 28',205.5408958333333,28.349011111111107,15.911,15.655,205.5408958333333,28.349011111111107,1.7549496211990432
377,b'152',b' ',0.3261308,b' ',b'RRc',15.805,b' ',15.54,b' ',15.289,b' ',b'v152',b'Cl* NGC 5272 SAW V152',205.57309166666664,28.39265833333333,15.805,15.54,205.57309166666664,28.39265833333333,1.7446220754062118
140,b'152',b' ',0.3261308,b' ',b'RRc',15.805,b' ',15.54,b' ',15.289,b' ',b'v152',b'Cl* NGC 5272 SAW V152',205.57309166666664,28.39265833333333,15.805,15.54,205.57309166666664,28.39265833333333,1.7446220754062118
397,b'178',b' ',0.2669625,b' ',b'RRc',15.891,b' ',15.699,b' ',15.478,b' ',b'v178',b'Cl* NGC 5272 SAW V178',205.57354999999998,28.391574999999996,15.891,15.699,205.57354999999998,28.391574999999996,1.7349762926322743
160,b'178',b' ',0.2669625,b' ',b'RRc',15.891,b' ',15.699,b' ',15.478,b' ',b'v178',b'Cl* NGC 5272 SAW V178',205.57354999999998,28.391574999999996,15.891,15.699,205.57354999999998,28.391574999999996,1.7349762926322743
